Entity,trait,label,description,comments,trait_type,allowed_values_min,allowed_values_max,units,constraints,trait_groupings,structure_measured,characteristic_measured,keywords,references,reviewers,created,modified,exact_match,close_match,related_match,examples,description_encoded,deprecated_trait_name,identifier,inScheme
https://w3id.org/APD/traits/trait_0011313,leaf_margin,Leaf margin,"Shape of the leaf margin, referencing incisions or projections in the outermost 1/8 of the leaf lamina.",Terms describing leaf lamina projections and incisions that are greater than 1/8 of the distance to the midrib are captured under the traits `leaf_lobation` and `leaf_division_detailed`.,categorical variable [STATO_0000252],NA,NA,NA,Plants with broad leaves.,leaf shape trait [trait_group_0011304],leaf [PO_0025034],shape [PATO_0000052]; edge shape [PATO_0002267]; curvature [PATO_0001591],leaf shape [TO_0000492]; leaf margin [PO_0020128]; leaf lamina tooth [PO_0025518],Simpson 2019 [https://books.google.com/books?vid=ISBN9780128126288]; Ellis 2009 [https://books.google.com/books?vid=ISBN9780801475184]; Hickey 1973 [https://doi.org/10.2307/2441319],Elizabeth Wenk [https://orcid.org/0000-0001-5640-5910]; Hervé Sauquet [https://orcid.org/0000-0001-8305-3236]; Russell Barrett [https://orcid.org/0000-0003-0360-8321]; Ian J. Wright [https://orcid.org/0000-0001-8338-9143]; Peter Vesk [https://orcid.org/0000-0003-2008-7062]; Gregory J. Jordan [https://orcid.org/0000-0002-6033-2766]; Andy Leigh [https://orcid.org/0000-0003-3568-2606]; Patricia Lu-Irving [https://orcid.org/0000-0003-1116-9402]; Lily Dun [https://orcid.org/0000-0002-0712-5143]; David Coleman [https://orcid.org/0000-0002-1773-6597],14/07/2021,05/02/2024,leaf margin morphology trait [http://purl.obolibrary.org/obo/TO_0002635],leaf margin serrated [http://purl.obolibrary.org/obo/TO_0006063],NA,exact match: Leaf margin type [TRY:963] (https://www.try-db.org/de/de.php); exact match: leaf_margin_1 [GIFT:4.12.1] (https://gift.uni-goettingen.de),"A leaf shape trait [TO:0000492] which is the edge shape [PATO:0002267] of the leaf margin [PO:0020128], in particular the presence or absence of leaf lamina teeth [PO:0025518] and the shape [PATO:0000052] of the leaf lamina teeth (serrate, dentate, or crenate).",NA,trait_0011313,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011314,leaf_margin_posture,Leaf margin posture,The posture (curvature or curling) of the leaf margin.,"This trait captures the posture of the leaf margin, where posture refers to the placement of different parts of the leaf's margin relative to a flat plane. This trait's definition and allowable levels will be further refined once more data are available to map onto possible trait values.",categorical variable [STATO_0000252],NA,NA,NA,Plants with leaves,leaf shape trait [trait_group_0011304],leaf [PO_0025034],shape [PATO_0000052]; curvature [PATO_0001591],leaf shape [TO_0000492]; curled [PATO_0000405]; leaf margin [PO_0020128]; leaf apex [PO_0020137]; leaf base [PO_0020040],Simpson 2019 [https://books.google.com/books?vid=ISBN9780128126288],Elizabeth Wenk [https://orcid.org/0000-0001-5640-5910]; Hervé Sauquet [https://orcid.org/0000-0001-8305-3236]; Russell Barrett [https://orcid.org/0000-0003-0360-8321]; Ian J. Wright [https://orcid.org/0000-0001-8338-9143]; Peter Vesk [https://orcid.org/0000-0003-2008-7062]; Gregory J. Jordan [https://orcid.org/0000-0002-6033-2766]; Andy Leigh [https://orcid.org/0000-0003-3568-2606]; Patricia Lu-Irving [https://orcid.org/0000-0003-1116-9402]; Lily Dun [https://orcid.org/0000-0002-0712-5143]; David Coleman [https://orcid.org/0000-0002-1773-6597],31/10/2022,05/02/2024,NA,NA,NA,NA,"A leaf shape trait [TO:0000492] which is the degree of curvature [PATO:0001591] or curling [PATO:0000405] of the leaf margin [PO:0020128] along the side of the leaf, at the leaf apex [PO:0020137], and at the leaf base [PO:0020040].",NA,trait_0011314,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011315,leaf_lobation,Leaf lobation,A trait that indicates whether a leaf lamina or leaflets display any divisions or dissections on a 2-dimensional plane that extend greater than 1/8 of the distance to the midrib.,"For terms pertaining to 2-dimensional leaf lamina divisions and incisions that are less than 1/8 of the distance to the midrib, see the trait `leaf_margin`. See also the trait `leaf_division` for more detailed leaf lobation (and leaf compoundness) trait values. Note that there might be some species that grade from deeply lobed simple leaves to compound leaves.",categorical variable [STATO_0000252],NA,NA,NA,Plants with well-developed leaves.,leaf shape trait [trait_group_0011304],leaf [PO_0025034],shape [PATO_0000052]; edge shape [PATO_0002267]; curvature [PATO_0001591],"leaf shape [TO_0000492]; leaf lamina lobes [PO_0025517]; leaf margin [PO_0020128]; leaf midvein, midrib [PO_0020139]",Simpson 2019 [https://books.google.com/books?vid=ISBN9780128126288]; Ellis 2009 [https://books.google.com/books?vid=ISBN9780801475184]; Hickey 1973 [https://doi.org/10.2307/2441319]; Wikipedia 2022 Glossary of leaf morphology [https://en.wikipedia.org/wiki/Glossary_of_leaf_morphology],Elizabeth Wenk [https://orcid.org/0000-0001-5640-5910]; Hervé Sauquet [https://orcid.org/0000-0001-8305-3236]; Russell Barrett [https://orcid.org/0000-0003-0360-8321]; Ian J. Wright [https://orcid.org/0000-0001-8338-9143]; Peter Vesk [https://orcid.org/0000-0003-2008-7062]; Gregory J. Jordan [https://orcid.org/0000-0002-6033-2766]; Andy Leigh [https://orcid.org/0000-0003-3568-2606]; Patricia Lu-Irving [https://orcid.org/0000-0003-1116-9402]; Lily Dun [https://orcid.org/0000-0002-0712-5143]; David Coleman [https://orcid.org/0000-0002-1773-6597],31/10/2022,05/02/2024,leaf lamina lobes [http://purl.obolibrary.org/obo/PO_0025517],NA,NA,NA,A leaf shape trait [TO:0000492] which is the presence or absence of leaf lamina lobes [PO:0025517] along the leaf margin [PO:0020128] and how far the lobes extend toward the midrib [PO:0020139].,NA,trait_0011315,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011316,leaf_compoundness,Leaf compoundness,A binary trait that indicates whether a leaf lamina is simple or divided into discontinuous leaflets (compound).,See also the trait â€˜leaf_division' for more detailed leaf compoundness trait values. Note that there might be some species that grade from deeply lobed simple leaves (see trait `leaf_lobation`)  to compound leaves.,categorical variable [STATO_0000252],NA,NA,NA,Plants with well-developed leaves.,leaf shape trait [trait_group_0011304],leaf [PO_0025034],"shape [PATO_0000052]; spatial pattern, distribution [PATO_0000060]","leaf shape [TO_0000492]; simple leaf [PO_0020042]; leaflet [PO_0020049]; compound leaf [PO_0020043]; leaf midvein, midrib [PO_0020139]",Ellis 2009 [https://books.google.com/books?vid=ISBN9780801475184],Elizabeth Wenk [https://orcid.org/0000-0001-5640-5910]; Hervé Sauquet [https://orcid.org/0000-0001-8305-3236]; Russell Barrett [https://orcid.org/0000-0003-0360-8321]; Ian J. Wright [https://orcid.org/0000-0001-8338-9143]; Peter Vesk [https://orcid.org/0000-0003-2008-7062]; Gregory J. Jordan [https://orcid.org/0000-0002-6033-2766]; Andy Leigh [https://orcid.org/0000-0003-3568-2606]; Patricia Lu-Irving [https://orcid.org/0000-0003-1116-9402]; Lily Dun [https://orcid.org/0000-0002-0712-5143]; David Coleman [https://orcid.org/0000-0002-1773-6597],14/07/2021,05/02/2024,NA,NA,NA,exact match: Leaf compoundness [TOP222] (https://top-thesaurus.org/index); exact match: Leaf compoundness [TRY:17] (https://www.try-db.org/de/de.php); exact match: leaf compoundness [BIEN] (https://bien.nceas.ucsb.edu/bien/biendata); exact match: Leaf division degree [BROT:2]  (http://doi.org/10.1038/sdata.2018.135),A leaf shape trait [TO:0000492] which is whether a leaf [PO:0025034] is a simple leaf [PO:0020042] or is divided into leaflets [PO:0020049] making it a compound leaf [PO:0020043].,NA,trait_0011316,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011317,leaf_lamina_division,Leaf divisions,"A trait that captures the types of lobed leaves and compound leaves, including the arrangement of the lobes or leaflets relative to the midrib or other primary veins and the number of orders of axes across which there are incisions or divisions.","This trait provides detailed description of leaf divisions, beyond what is captured in `leaf_compoundness` (simple versus compound) and `leaf_lobation` (entire versus lobed). The term 'divided' is meant to indicate lobing, such as ""trichotomously divided"", but as 'divided' is also used in some context to indicate the divisions of leaves into leaflets, it is avoided as a trait value for this trait.",categorical variable [STATO_0000252],NA,NA,NA,Plants with broad leaves.,leaf shape trait [trait_group_0011304],leaf [PO_0025034],"spatial pattern, distribution [PATO_0000060]; shape [PATO_0000052]; arrangement [NCIT_C61532]","leaf shape [TO_0000492]; leaf lamina lobes [PO_0025517]; compound leaf [PO_0020043]; leaflet [PO_0020049]; leaf midvein, midrib [PO_0020139]; leaf margin [PO_0020128]; pinnate [PATO_0000410]",Simpson 2019 [https://books.google.com/books?vid=ISBN9780128126288]; Ellis 2009 [https://books.google.com/books?vid=ISBN9780801475184]; Hickey 1973 [https://doi.org/10.2307/2441319],Elizabeth Wenk [https://orcid.org/0000-0001-5640-5910]; Hervé Sauquet [https://orcid.org/0000-0001-8305-3236]; Russell Barrett [https://orcid.org/0000-0003-0360-8321]; Ian J. Wright [https://orcid.org/0000-0001-8338-9143]; Peter Vesk [https://orcid.org/0000-0003-2008-7062]; Gregory J. Jordan [https://orcid.org/0000-0002-6033-2766]; Andy Leigh [https://orcid.org/0000-0003-3568-2606]; Patricia Lu-Irving [https://orcid.org/0000-0003-1116-9402]; Lily Dun [https://orcid.org/0000-0002-0712-5143]; David Coleman [https://orcid.org/0000-0002-1773-6597],14/07/2021,05/02/2024,NA,NA,NA,related match: Leaf compoundness [TOP222] (https://top-thesaurus.org/index); related match: Leaf compoundness [TRY:17] (https://www.try-db.org/de/de.php),"A leaf shape trait [TO:0000492] which indicates types [NCIT:C25284] of lobed leaves [PO:0025517] and compound leaves [PO:0020043], including the arrangement [NCIT:C61532] of the lobes or leaflets [PO:0020049] with respect to the midrib [PO:0020139] or other primary leaf veins [PO:0025413] and the number of orders of axes [NCIT:C25154] across which there are incisions or divisions.",leaf_division,trait_0011317,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011318,leaf_posture_numeric,Leaf lamina posture (leaf 3-dimensionality),The maximum perpendicular height of a leaf when positioned on a flat surface.,A measure of how planar versus 3-dimensional a leaf is. The term posture refers to the placement of different parts of the leaf's lamina relative to a flat plane.,continuous variable [STATO_0000251],0,100,mm,Plants with leaves,leaf shape trait [trait_group_0011304],leaf [PO_0025034],height [PATO_0000119]; shape [PATO_0000052]; 3-D extent [PATO_0001710],leaf shape [TO_0000492]; leaf lamina [PO_0020039],Simpson 2019 [https://books.google.com/books?vid=ISBN9780128126288]; Grootemaat 2017 [https://doi.org/10.1111/oik.03886],Elizabeth Wenk [https://orcid.org/0000-0001-5640-5910]; Hervé Sauquet [https://orcid.org/0000-0001-8305-3236]; Russell Barrett [https://orcid.org/0000-0003-0360-8321]; Ian J. Wright [https://orcid.org/0000-0001-8338-9143]; Peter Vesk [https://orcid.org/0000-0003-2008-7062]; Gregory J. Jordan [https://orcid.org/0000-0002-6033-2766]; Andy Leigh [https://orcid.org/0000-0003-3568-2606]; Patricia Lu-Irving [https://orcid.org/0000-0003-1116-9402]; Lily Dun [https://orcid.org/0000-0002-0712-5143]; David Coleman [https://orcid.org/0000-0002-1773-6597],14/07/2021,05/02/2024,NA,NA,NA,NA,"A leaf shape trait [TO:0000492] which is the maximum [NCIT:C25564] perpendicular [PATO:0002434] height [PATO:0000119] of a leaf [PO:0025034] placed on a flat surface, indicating the 3-D extent [PATO:0001710] of the leaf. This generally corresponds with whether the leaf is curled [FLOPO:0010468].",leaf_curliness,trait_0011318,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011319,leaf_lamina_posture,Leaf lamina posture (leaf 3-dimensional shape),"The 3-dimension shape of the surface of the leaf lamina, including its degree of curvature and bending.",NA,categorical variable [STATO_0000252],NA,NA,NA,Plants with leaves,leaf shape trait [trait_group_0011304],leaf [PO_0025034],shape [PATO_0000052]; 3-D shape [PATO_0002266]; 3-D extent [PATO_0001710],leaf shape [TO_0000492]; leaf lamina [PO_0020039],NA,NA,7/6/2023,05/02/2024,NA,NA,NA,NA,"A leaf shape trait [TO:0000492] which is the 3-D shape [PATO:0002266] of the surface [NCIT:C25245] of the leaf lamina [PO:0020039], including its degree of curvature [PATO:0001591] and whether it is bent [PATO:0000617].",NA,trait_0011319,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011360,leaf_glaucousness,Leaf glaucousness,"Variable describing whether mature adult phase leaves have a glaucous appearance, the colour due to being covered with a smooth, usually whitish to bluish epicuticular wax that can easily be rubbed off.","The accompanying methods should specify if the trait was scored on the upper (adaxial) or lower (abaxial) surface of the leaf; in the absence of any notes, it is assumed the trait was scored on the upper (adaxial) leaf surface.",categorical variable [STATO_0000252],NA,NA,NA,Plants with leaves.,leaf morphology trait [trait_group_0011202],leaf [PO_0025034],colour / color [PATO_0000014]; texture [PATO_0000150],epicuticular wax [PO_0025388]; leaf lamina [PO_0020039]; waxy [PATO_0002384],Simpson 2019 [https://books.google.com/books?vid=ISBN9780128126288],Elizabeth Wenk [https://orcid.org/0000-0001-5640-5910]; Hervé Sauquet [https://orcid.org/0000-0001-8305-3236]; Russell Barrett [https://orcid.org/0000-0003-0360-8321]; Ian J. Wright [https://orcid.org/0000-0001-8338-9143]; Peter Vesk [https://orcid.org/0000-0003-2008-7062]; Gregory J. Jordan [https://orcid.org/0000-0002-6033-2766]; Andy Leigh [https://orcid.org/0000-0003-3568-2606]; Patricia Lu-Irving [https://orcid.org/0000-0003-1116-9402]; Lily Dun [https://orcid.org/0000-0002-0712-5143]; David Coleman [https://orcid.org/0000-0002-1773-6597],14/07/2021,05/02/2024,leaf gloss [http://purl.obolibrary.org/obo/TO_0000709],NA,NA,NA,"A leaf morphology trait [TO:0000748] which is the presence or absence of epicuticular wax [PO:0025388] on the leaf lamina [PO:0020039] of a fully expanded adult phase leaf [PO:0006340], giving the leaf lamina surface a white-coloured [PATO:0000014] or blue-coloured waxy [PATO:0002384] appearance, termed glaucous.",glaucous,trait_0011360,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011361,leaf_hairs_adult_leaves,Mature leaf hairiness,Variable describing whether mature (fully expanded) adult phase leaves on adult plants have hairs (trichomes).,"This trait captures the presence or absence of hairs on mature (fully expanded), adult phase leaves on adult plants. Best practice is to sample leaves that are recently fully expanded, since older leaves have often shed many of their hairs. The accompanying methods should specify if the trait was scored on the upper (adaxial) or lower (abaxial) surface of the leaf; in the absence of any notes, it is assumed the trait was scored on the upper (adaxial) leaf surface.",categorical variable [STATO_0000252],NA,NA,NA,Plants with leaves.,leaf morphology trait [trait_group_0011202],leaf [PO_0025034],texture [PATO_0000150]; pilosity [PATO_0000066],leaf pubescence [TO_0002722]; leaf trichome [PO_0006504]; leaf lamina [PO_0020039]; NA [glossary_40114]; hairy [PATO_0000454]; adult vascular leaf [PO_0006340]; pilosity [PATO_0000066],Hanley 2007 [https://doi.org/10.1016/j.ppees.2007.01.001]; Simpson 2019 [https://books.google.com/books?vid=ISBN9780128126288],Elizabeth Wenk [https://orcid.org/0000-0001-5640-5910]; Hervé Sauquet [https://orcid.org/0000-0001-8305-3236]; Russell Barrett [https://orcid.org/0000-0003-0360-8321]; Ian J. Wright [https://orcid.org/0000-0001-8338-9143]; Peter Vesk [https://orcid.org/0000-0003-2008-7062]; Gregory J. Jordan [https://orcid.org/0000-0002-6033-2766]; Andy Leigh [https://orcid.org/0000-0003-3568-2606]; Patricia Lu-Irving [https://orcid.org/0000-0003-1116-9402]; Lily Dun [https://orcid.org/0000-0002-0712-5143]; David Coleman [https://orcid.org/0000-0002-1773-6597],14/07/2021,05/02/2024,leaf lamina pubescence [http://purl.obolibrary.org/obo/TO_0000055],NA,leaf trichome density [http://purl.obolibrary.org/obo/TO_0006066],"close match: Leaf emergences (pubescence, pruinescence, hairs, spines, thorns) [TRY:677] (https://www.try-db.org/de/de.php)",A leaf pubescence trait [TO:0002722] which is the presence or absence of trichomes [PO:0006504] (hairs) on the leaf lamina [PO:0020039] of a fully expanded adult phase leaf [PO:0006340].,leaf_hairs_adult,trait_0011361,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011362,leaf_hairs_juvenile_leaves,Juvenile phase leaf hairiness,Variable describing whether fully expanded juvenile phase leaves (on adult or juvenile plants) have hairs (trichomes).,"This trait captures the presence or absence of hairs on fully-expanded juvenile phase leaves. It is best practice for the methods to specify whether these leaves were sampled from adult or juvenile plants. The accompanying methods should also specify if the trait was scored on the upper (adaxial) or lower (abaxial) surface of the leaf; in the absence of any notes, it is assumed the trait was scored on the upper (adaxial) leaf surface.",categorical variable [STATO_0000252],NA,NA,NA,Plants with leaves.,leaf morphology trait [trait_group_0011202],leaf [PO_0025034],texture [PATO_0000150]; pilosity [PATO_0000066],leaf pubescence [TO_0002722]; leaf trichome [PO_0006504]; leaf lamina [PO_0020039]; NA [glossary_40114]; hairy [PATO_0000454]; juvenile vascular leaf [PO_0006339]; pilosity [PATO_0000066],Hanley 2007 [https://doi.org/10.1016/j.ppees.2007.01.001]; Simpson 2019 [https://books.google.com/books?vid=ISBN9780128126288],Elizabeth Wenk [https://orcid.org/0000-0001-5640-5910]; Hervé Sauquet [https://orcid.org/0000-0001-8305-3236]; Russell Barrett [https://orcid.org/0000-0003-0360-8321]; Ian J. Wright [https://orcid.org/0000-0001-8338-9143]; Peter Vesk [https://orcid.org/0000-0003-2008-7062]; Gregory J. Jordan [https://orcid.org/0000-0002-6033-2766]; Andy Leigh [https://orcid.org/0000-0003-3568-2606]; Patricia Lu-Irving [https://orcid.org/0000-0003-1116-9402]; Lily Dun [https://orcid.org/0000-0002-0712-5143]; David Coleman [https://orcid.org/0000-0002-1773-6597],14/07/2021,05/02/2024,NA,leaf lamina pubescence [http://purl.obolibrary.org/obo/TO_0000055],leaf trichome density [http://purl.obolibrary.org/obo/TO_0006066],"close match: Leaf emergences (pubescence, pruinescence, hairs, spines, thorns) [TRY:677] (https://www.try-db.org/de/de.php)",A leaf pubescence trait [TO:0002722] which is the presence or absence of trichomes [PO:0006504] (hairs) on the leaf lamina [PO:0020039] of a juvenile vascular leaf [PO:0006339] (on adult or juvenile plants).,leaf_hairs_juvenile,trait_0011362,https://w3id.org/APD
