Entity,trait,label,description,comments,trait_type,allowed_values_min,allowed_values_max,units,allowed_values_levels,categorical_trait_description,categorical_trait_synonyms,constraints,trait_groupings,structure_measured,characteristic_measured,keywords,references,reviewers,created,reviewed,deprecated_trait_name,exact_match,close_match,related_match,description_encoded,identifier,categorical_trait_identifier,inScheme
https://w3id.org/APD/traits/trait_0011312,leaf_base_shape,Leaf base shape,The shape of the basal margin of a leaf.,,categorical,,,,hastate,"Basal leaf margin with two lobes oriented outward, such that they are at approximately 90° relative to the central axis and the leaf margin is fairly flat at the base.",,Plants with leaves.,leaf shape trait,leaf,shape; curvature,leaf shape; leaf base; leaf margin; petiole,Simpson 2019 (https://books.google.com/books?vid=ISBN9780128126288); Ellis 2009 (https://books.google.com/books?vid=ISBN9780801475184),Elizabeth Wenk (https://orcid.org/0000-0001-5640-5910); Hervé Sauquet (https://orcid.org/0000-0001-8305-3236); Russell Barrett (https://orcid.org/0000-0003-0360-8321); Ian J. Wright (https://orcid.org/0000-0001-8338-9143); Peter Vesk (https://orcid.org/0000-0003-2008-7062); Gregory J. Jordan (https://orcid.org/0000-0002-6033-2766); Andy Leigh (https://orcid.org/0000-0003-3568-2606); Patricia Lu-Irving (https://orcid.org/0000-0003-1116-9402); Lily Dun (https://orcid.org/0000-0002-0712-5143); David Coleman (https://orcid.org/0000-0002-1773-6597),31/10/2022,31/10/2022,,,,,"A leaf shape trait [TO:0000492] which is the variation in shapes and forms of a leaf base [PO:0020040], especially considering the curvature [PATO:0001591] of the leaf margin [PO:0020128] near where it attaches to the petiole [PO:0020038].",trait_0011312,leaf_base_shape_hastate,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011312,leaf_base_shape,Leaf base shape,The shape of the basal margin of a leaf.,,categorical,,,,oblique,"The leaf base is asymmetrical, with the midrib not lying in the middle of the leaf where it attaches to the petiole.",,Plants with leaves.,leaf shape trait,leaf,shape; curvature,leaf shape; leaf base; leaf margin; petiole,Simpson 2019 (https://books.google.com/books?vid=ISBN9780128126288); Ellis 2009 (https://books.google.com/books?vid=ISBN9780801475184),Elizabeth Wenk (https://orcid.org/0000-0001-5640-5910); Hervé Sauquet (https://orcid.org/0000-0001-8305-3236); Russell Barrett (https://orcid.org/0000-0003-0360-8321); Ian J. Wright (https://orcid.org/0000-0001-8338-9143); Peter Vesk (https://orcid.org/0000-0003-2008-7062); Gregory J. Jordan (https://orcid.org/0000-0002-6033-2766); Andy Leigh (https://orcid.org/0000-0003-3568-2606); Patricia Lu-Irving (https://orcid.org/0000-0003-1116-9402); Lily Dun (https://orcid.org/0000-0002-0712-5143); David Coleman (https://orcid.org/0000-0002-1773-6597),31/10/2022,31/10/2022,,,,,"A leaf shape trait [TO:0000492] which is the variation in shapes and forms of a leaf base [PO:0020040], especially considering the curvature [PATO:0001591] of the leaf margin [PO:0020128] near where it attaches to the petiole [PO:0020038].",trait_0011312,leaf_base_shape_oblique,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011312,leaf_base_shape,Leaf base shape,The shape of the basal margin of a leaf.,,categorical,,,,obtuse,Two sides of the leaf meet at an angle that is greater than 90°.,,Plants with leaves.,leaf shape trait,leaf,shape; curvature,leaf shape; leaf base; leaf margin; petiole,Simpson 2019 (https://books.google.com/books?vid=ISBN9780128126288); Ellis 2009 (https://books.google.com/books?vid=ISBN9780801475184),Elizabeth Wenk (https://orcid.org/0000-0001-5640-5910); Hervé Sauquet (https://orcid.org/0000-0001-8305-3236); Russell Barrett (https://orcid.org/0000-0003-0360-8321); Ian J. Wright (https://orcid.org/0000-0001-8338-9143); Peter Vesk (https://orcid.org/0000-0003-2008-7062); Gregory J. Jordan (https://orcid.org/0000-0002-6033-2766); Andy Leigh (https://orcid.org/0000-0003-3568-2606); Patricia Lu-Irving (https://orcid.org/0000-0003-1116-9402); Lily Dun (https://orcid.org/0000-0002-0712-5143); David Coleman (https://orcid.org/0000-0002-1773-6597),31/10/2022,31/10/2022,,,,,"A leaf shape trait [TO:0000492] which is the variation in shapes and forms of a leaf base [PO:0020040], especially considering the curvature [PATO:0001591] of the leaf margin [PO:0020128] near where it attaches to the petiole [PO:0020038].",trait_0011312,leaf_base_shape_obtuse,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011312,leaf_base_shape,Leaf base shape,The shape of the basal margin of a leaf.,,categorical,,,,rounded,Basal leaf margin is rounded.,,Plants with leaves.,leaf shape trait,leaf,shape; curvature,leaf shape; leaf base; leaf margin; petiole,Simpson 2019 (https://books.google.com/books?vid=ISBN9780128126288); Ellis 2009 (https://books.google.com/books?vid=ISBN9780801475184),Elizabeth Wenk (https://orcid.org/0000-0001-5640-5910); Hervé Sauquet (https://orcid.org/0000-0001-8305-3236); Russell Barrett (https://orcid.org/0000-0003-0360-8321); Ian J. Wright (https://orcid.org/0000-0001-8338-9143); Peter Vesk (https://orcid.org/0000-0003-2008-7062); Gregory J. Jordan (https://orcid.org/0000-0002-6033-2766); Andy Leigh (https://orcid.org/0000-0003-3568-2606); Patricia Lu-Irving (https://orcid.org/0000-0003-1116-9402); Lily Dun (https://orcid.org/0000-0002-0712-5143); David Coleman (https://orcid.org/0000-0002-1773-6597),31/10/2022,31/10/2022,,,,,"A leaf shape trait [TO:0000492] which is the variation in shapes and forms of a leaf base [PO:0020040], especially considering the curvature [PATO:0001591] of the leaf margin [PO:0020128] near where it attaches to the petiole [PO:0020038].",trait_0011312,leaf_base_shape_rounded,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011312,leaf_base_shape,Leaf base shape,The shape of the basal margin of a leaf.,,categorical,,,,sagittate,"Basal leaf margin with two lobes oriented downward, away from apex. The petiole attaches in the concave region between the lobes.",,Plants with leaves.,leaf shape trait,leaf,shape; curvature,leaf shape; leaf base; leaf margin; petiole,Simpson 2019 (https://books.google.com/books?vid=ISBN9780128126288); Ellis 2009 (https://books.google.com/books?vid=ISBN9780801475184),Elizabeth Wenk (https://orcid.org/0000-0001-5640-5910); Hervé Sauquet (https://orcid.org/0000-0001-8305-3236); Russell Barrett (https://orcid.org/0000-0003-0360-8321); Ian J. Wright (https://orcid.org/0000-0001-8338-9143); Peter Vesk (https://orcid.org/0000-0003-2008-7062); Gregory J. Jordan (https://orcid.org/0000-0002-6033-2766); Andy Leigh (https://orcid.org/0000-0003-3568-2606); Patricia Lu-Irving (https://orcid.org/0000-0003-1116-9402); Lily Dun (https://orcid.org/0000-0002-0712-5143); David Coleman (https://orcid.org/0000-0002-1773-6597),31/10/2022,31/10/2022,,,,,"A leaf shape trait [TO:0000492] which is the variation in shapes and forms of a leaf base [PO:0020040], especially considering the curvature [PATO:0001591] of the leaf margin [PO:0020128] near where it attaches to the petiole [PO:0020038].",trait_0011312,leaf_base_shape_sagittate,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011312,leaf_base_shape,Leaf base shape,The shape of the basal margin of a leaf.,,categorical,,,,sheathing,The leaf base is broad and envelops the stem.,,Plants with leaves.,leaf shape trait,leaf,shape; curvature,leaf shape; leaf base; leaf margin; petiole,Simpson 2019 (https://books.google.com/books?vid=ISBN9780128126288); Ellis 2009 (https://books.google.com/books?vid=ISBN9780801475184),Elizabeth Wenk (https://orcid.org/0000-0001-5640-5910); Hervé Sauquet (https://orcid.org/0000-0001-8305-3236); Russell Barrett (https://orcid.org/0000-0003-0360-8321); Ian J. Wright (https://orcid.org/0000-0001-8338-9143); Peter Vesk (https://orcid.org/0000-0003-2008-7062); Gregory J. Jordan (https://orcid.org/0000-0002-6033-2766); Andy Leigh (https://orcid.org/0000-0003-3568-2606); Patricia Lu-Irving (https://orcid.org/0000-0003-1116-9402); Lily Dun (https://orcid.org/0000-0002-0712-5143); David Coleman (https://orcid.org/0000-0002-1773-6597),31/10/2022,31/10/2022,,,,,"A leaf shape trait [TO:0000492] which is the variation in shapes and forms of a leaf base [PO:0020040], especially considering the curvature [PATO:0001591] of the leaf margin [PO:0020128] near where it attaches to the petiole [PO:0020038].",trait_0011312,leaf_base_shape_sheathing,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011312,leaf_base_shape,Leaf base shape,The shape of the basal margin of a leaf.,,categorical,,,,truncate,The basal leaf margin is cut straight across with the two sides intersecting at approximately 180°.,,Plants with leaves.,leaf shape trait,leaf,shape; curvature,leaf shape; leaf base; leaf margin; petiole,Simpson 2019 (https://books.google.com/books?vid=ISBN9780128126288); Ellis 2009 (https://books.google.com/books?vid=ISBN9780801475184),Elizabeth Wenk (https://orcid.org/0000-0001-5640-5910); Hervé Sauquet (https://orcid.org/0000-0001-8305-3236); Russell Barrett (https://orcid.org/0000-0003-0360-8321); Ian J. Wright (https://orcid.org/0000-0001-8338-9143); Peter Vesk (https://orcid.org/0000-0003-2008-7062); Gregory J. Jordan (https://orcid.org/0000-0002-6033-2766); Andy Leigh (https://orcid.org/0000-0003-3568-2606); Patricia Lu-Irving (https://orcid.org/0000-0003-1116-9402); Lily Dun (https://orcid.org/0000-0002-0712-5143); David Coleman (https://orcid.org/0000-0002-1773-6597),31/10/2022,31/10/2022,,,,,"A leaf shape trait [TO:0000492] which is the variation in shapes and forms of a leaf base [PO:0020040], especially considering the curvature [PATO:0001591] of the leaf margin [PO:0020128] near where it attaches to the petiole [PO:0020038].",trait_0011312,leaf_base_shape_truncate,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011313,leaf_margin,Leaf margin,"Shape of the leaf margin, referencing incisions or projections in the outermost 1/8 of the leaf lamina.",Terms describing leaf lamina projections and incisions that are greater than 1/8 of the distance to the midrib are captured under the traits `leaf_lobation` and `leaf_division_detailed`.,categorical,,,,entire,Leaf margin lacks projections or indentations that extend less than 1/8 of the distance to the midrib.,,Plants with broad leaves.,leaf shape trait,leaf,shape; edge shape; curvature,leaf shape; leaf margin; leaf lamina tooth,Simpson 2019 (https://books.google.com/books?vid=ISBN9780128126288); Ellis 2009 (https://books.google.com/books?vid=ISBN9780801475184); Hickey 1973 (https://doi.org/10.2307/2441319),Elizabeth Wenk (https://orcid.org/0000-0001-5640-5910); Hervé Sauquet (https://orcid.org/0000-0001-8305-3236); Russell Barrett (https://orcid.org/0000-0003-0360-8321); Ian J. Wright (https://orcid.org/0000-0001-8338-9143); Peter Vesk (https://orcid.org/0000-0003-2008-7062); Gregory J. Jordan (https://orcid.org/0000-0002-6033-2766); Andy Leigh (https://orcid.org/0000-0003-3568-2606); Patricia Lu-Irving (https://orcid.org/0000-0003-1116-9402); Lily Dun (https://orcid.org/0000-0002-0712-5143); David Coleman (https://orcid.org/0000-0002-1773-6597),14/07/2021,31/10/2022,,Leaf margin type [TRY:963] (https://www.try-db.org/de/de.php); leaf_margin_1 [GIFT:4.12.1] (https://gift.uni-goettingen.de); leaf margin morphology trait (http://purl.obolibrary.org/obo/TO_0002635),,,"A leaf shape trait [TO:0000492] which is the edge shape [PATO:0002267] of the leaf margin [PO:0020128], in particular the presence or absence of leaf lamina teeth [PO:0025518] and the shape [PATO:0000052] of the leaf lamina teeth (serrate, dentate, or crenate).",trait_0011313,leaf_margin_entire,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011313,leaf_margin,Leaf margin,"Shape of the leaf margin, referencing incisions or projections in the outermost 1/8 of the leaf lamina.",Terms describing leaf lamina projections and incisions that are greater than 1/8 of the distance to the midrib are captured under the traits `leaf_lobation` and `leaf_division_detailed`.,categorical,,,,toothed,"Leaf margin has small projections or lobes along the edge of the leaf lamina. This is a broad term that includes serrate, dentate, and crenulate.",,Plants with broad leaves.,leaf shape trait,leaf,shape; edge shape; curvature,leaf shape; leaf margin; leaf lamina tooth,Simpson 2019 (https://books.google.com/books?vid=ISBN9780128126288); Ellis 2009 (https://books.google.com/books?vid=ISBN9780801475184); Hickey 1973 (https://doi.org/10.2307/2441319),Elizabeth Wenk (https://orcid.org/0000-0001-5640-5910); Hervé Sauquet (https://orcid.org/0000-0001-8305-3236); Russell Barrett (https://orcid.org/0000-0003-0360-8321); Ian J. Wright (https://orcid.org/0000-0001-8338-9143); Peter Vesk (https://orcid.org/0000-0003-2008-7062); Gregory J. Jordan (https://orcid.org/0000-0002-6033-2766); Andy Leigh (https://orcid.org/0000-0003-3568-2606); Patricia Lu-Irving (https://orcid.org/0000-0003-1116-9402); Lily Dun (https://orcid.org/0000-0002-0712-5143); David Coleman (https://orcid.org/0000-0002-1773-6597),14/07/2021,31/10/2022,,Leaf margin type [TRY:963] (https://www.try-db.org/de/de.php); leaf_margin_1 [GIFT:4.12.1] (https://gift.uni-goettingen.de); leaf margin morphology trait (http://purl.obolibrary.org/obo/TO_0002635),,,"A leaf shape trait [TO:0000492] which is the edge shape [PATO:0002267] of the leaf margin [PO:0020128], in particular the presence or absence of leaf lamina teeth [PO:0025518] and the shape [PATO:0000052] of the leaf lamina teeth (serrate, dentate, or crenate).",trait_0011313,leaf_margin_toothed,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011313,leaf_margin,Leaf margin,"Shape of the leaf margin, referencing incisions or projections in the outermost 1/8 of the leaf lamina.",Terms describing leaf lamina projections and incisions that are greater than 1/8 of the distance to the midrib are captured under the traits `leaf_lobation` and `leaf_division_detailed`.,categorical,,,,toothed_serrate,Type of toothed leaf margin with sharp teeth that are angled toward the tip of the leaf.,saw-toothed,Plants with broad leaves.,leaf shape trait,leaf,shape; edge shape; curvature,leaf shape; leaf margin; leaf lamina tooth,Simpson 2019 (https://books.google.com/books?vid=ISBN9780128126288); Ellis 2009 (https://books.google.com/books?vid=ISBN9780801475184); Hickey 1973 (https://doi.org/10.2307/2441319),Elizabeth Wenk (https://orcid.org/0000-0001-5640-5910); Hervé Sauquet (https://orcid.org/0000-0001-8305-3236); Russell Barrett (https://orcid.org/0000-0003-0360-8321); Ian J. Wright (https://orcid.org/0000-0001-8338-9143); Peter Vesk (https://orcid.org/0000-0003-2008-7062); Gregory J. Jordan (https://orcid.org/0000-0002-6033-2766); Andy Leigh (https://orcid.org/0000-0003-3568-2606); Patricia Lu-Irving (https://orcid.org/0000-0003-1116-9402); Lily Dun (https://orcid.org/0000-0002-0712-5143); David Coleman (https://orcid.org/0000-0002-1773-6597),14/07/2021,31/10/2022,,Leaf margin type [TRY:963] (https://www.try-db.org/de/de.php); leaf_margin_1 [GIFT:4.12.1] (https://gift.uni-goettingen.de); leaf margin morphology trait (http://purl.obolibrary.org/obo/TO_0002635),,,"A leaf shape trait [TO:0000492] which is the edge shape [PATO:0002267] of the leaf margin [PO:0020128], in particular the presence or absence of leaf lamina teeth [PO:0025518] and the shape [PATO:0000052] of the leaf lamina teeth (serrate, dentate, or crenate).",trait_0011313,leaf_margin_toothed_serrate,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0011313,leaf_margin,Leaf margin,"Shape of the leaf margin, referencing incisions or projections in the outermost 1/8 of the leaf lamina.",Terms describing leaf lamina projections and incisions that are greater than 1/8 of the distance to the midrib are captured under the traits `leaf_lobation` and `leaf_division_detailed`.,categorical,,,,toothed_dentate,Type of toothed leaf margin with sharp teeth that point outwards at right angles to the leaf margin.,,Plants with broad leaves.,leaf shape trait,leaf,shape; edge shape; curvature,leaf shape; leaf margin; leaf lamina tooth,Simpson 2019 (https://books.google.com/books?vid=ISBN9780128126288); Ellis 2009 (https://books.google.com/books?vid=ISBN9780801475184); Hickey 1973 (https://doi.org/10.2307/2441319),Elizabeth Wenk (https://orcid.org/0000-0001-5640-5910); Hervé Sauquet (https://orcid.org/0000-0001-8305-3236); Russell Barrett (https://orcid.org/0000-0003-0360-8321); Ian J. Wright (https://orcid.org/0000-0001-8338-9143); Peter Vesk (https://orcid.org/0000-0003-2008-7062); Gregory J. Jordan (https://orcid.org/0000-0002-6033-2766); Andy Leigh (https://orcid.org/0000-0003-3568-2606); Patricia Lu-Irving (https://orcid.org/0000-0003-1116-9402); Lily Dun (https://orcid.org/0000-0002-0712-5143); David Coleman (https://orcid.org/0000-0002-1773-6597),14/07/2021,31/10/2022,,Leaf margin type [TRY:963] (https://www.try-db.org/de/de.php); leaf_margin_1 [GIFT:4.12.1] (https://gift.uni-goettingen.de); leaf margin morphology trait (http://purl.obolibrary.org/obo/TO_0002635),,,"A leaf shape trait [TO:0000492] which is the edge shape [PATO:0002267] of the leaf margin [PO:0020128], in particular the presence or absence of leaf lamina teeth [PO:0025518] and the shape [PATO:0000052] of the leaf lamina teeth (serrate, dentate, or crenate).",trait_0011313,leaf_margin_toothed_dentate,https://w3id.org/APD
