identifier,trait,label,description_encoded,description,comments,inScheme,type,type_x,min,max,units,units_UCUM,units_uom,category_1,category_2,category_3,category_4,created,modified,deprecated_trait_name,constraints,structure_1,structure_2,structure_3,structure_4,meas_char_1,meas_char_2,meas_char_3,meas_char_4,meas_char_5,meas_char_6,rev_01,rev_02,rev_03,rev_04,rev_05,rev_06,rev_07,rev_08,rev_09,rev_10,ref_1,ref_2,ref_3,ref_4,ref_5,keyword_1,keyword_2,keyword_3,keyword_4,keyword_5,keyword_6,keyword_7,keyword_8,keyword_9,keyword_10,exact_other1,close_other1,close_other2,related_other,exact_TOP,close_TOP,related_TOP,related_TOP2,exact_TRY,close_TRY,related_TRY,exact_LEDA,close_LEDA,related_LEDA,exact_GIFT,close_GIFT,related_GIFT,exact_BIEN,close_BIEN,related_BIEN,exact_BROT,close_BROT,related_BROT,PalmTraits_exact,PalmTraits_close,traitID
APD/0002054,leaf_tannin_per_dry_mass,Leaf tannin content per unit leaf dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of tannins [CHEBI:26848] (a class of polyphenols [CHEBI:26195]) in a leaf [PO:0025034] to leaf dry mass [TO:0001014].,,Tannins are a specific class of polyphenolic compounds found in plants.,https://github.com/traitecoevo/APD,STATO_0000251,numeric,1,1000,mg/g,mg/g,milligram per gram,phenolic compound content trait,,,,14/07/2021,13/02/2023,,,PO_0025034,,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,Félix de Tombeur,,,,,,,,,,Salminen & Karonen 2011,,,,,CHEBI_33853,CHEBI_26848,CHEBI_26195,,,,,,,,,,,,,,,,Leaf tannin content per leaf dry mass [TRY:148] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,,2054
APD/0002055,leaf_carotenoid_per_area,Leaf carotenoid content per unit leaf area,The ratio [PATO:0001470] of the mass [PATO:0000125] of carotenoids [CHEBI:23044] in a leaf [PO:0025034] to leaf area [PATO:0001323].,,,https://github.com/traitecoevo/APD,STATO_0000251,numeric,10,1000,umol/m2,umol/m2,micromole per square metre,pigment content trait,,,,14/07/2021,,carotenoid_per_area,,PO_0025034,,,,PATO_0000125,EnvThes:22003,PATO_0001470,,,,,,,,,,,,,,,,,,,CHEBI_23044,,,,,,,,,,,,,TO_0000496,,,,,Leaf carotenoid content per leaf area [TRY:491] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,,2055
APD/0002056,leaf_carotenoid_per_dry_mass,Leaf carotenoid content per unit leaf dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of carotenoids [CHEBI:23044] in a leaf [PO:0025034] to leaf dry mass [TO:0001014].,,,https://github.com/traitecoevo/APD,STATO_0000251,numeric,0.1,10,mmol/kg,mmol/kg,millimole per kilogram,pigment content trait,,,,14/07/2021,,carotenoid_per_dry_mass,,PO_0025034,,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,CHEBI_23044,,,,,,,,,,,,,TO_0000496,,,,,Leaf carotenoid content per leaf dry mass [TRY:809] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,,2056
APD/0002081,leaf_chlorophyll_per_area,Leaf total chlorophyll content (chlorophyll A + B) per unit leaf area,"The ratio [PATO:0001470] of the mass [PATO:0000125] of chlorophyll [CHEBI:28966] in a leaf [PO:0025034] to leaf area [PATO:0001323], where chlorophyll content is the sum of chlorophyll a [CHEBI:18230] and chlorophyll b [CHEBI:27888] content.",,,https://github.com/traitecoevo/APD,STATO_0000251,numeric,10,2000,umol/m2,umol/m2,micromole per square metre,pigment content trait,,,,14/07/2021,,chlorophyll_per_area,,PO_0025034,,,,PATO_0000125,EnvThes:22003,PATO_0001470,,,,,,,,,,,,,,,,,,,CHEBI_28966,CHEBI_18230,CHEBI_27888,GO_0009507,,,,,,,,,,,,,,,Leaf chlorophyll content per leaf area [TRY:413] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,,2081
APD/0002082,leaf_chlorophyll_per_dry_mass,Leaf total chlorophyll content (chlorophyll A + B) per unit leaf dry mass,"The ratio [PATO:0001470] of the mass [PATO:0000125] of chlorophyll [CHEBI:28966] in a leaf [PO:0025034] to leaf dry mass [TO:0001014], where chlorophyll content is the sum of chlorophyll a [CHEBI:18230] and chlorophyll b [CHEBI:27888] content.",,,https://github.com/traitecoevo/APD,STATO_0000251,numeric,0.1,15,mmol/kg,mmol/kg,millimole per kilogram,pigment content trait,,,,14/07/2021,,chlorophyll_per_dry_mass,,PO_0025034,,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,CHEBI_28966,CHEBI_18230,CHEBI_27888,GO_0009507,,,,,,,,,,,,,,,Leaf chlorophyll content per leaf dry mass [TRY:164] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,,2082
APD/0002083,leaf_chlorophyll_A_per_area,Leaf chlorophyll A content per unit leaf area,The ratio [PATO:0001470] of the mass [PATO:0000125] of chlorophyll a [CHEBI:18230] in a leaf [PO:0025034] to leaf area [PATO:0001323].,,,https://github.com/traitecoevo/APD,STATO_0000251,numeric,50,2000,umol/m2,umol/m2,micromole per square metre,pigment content trait,,,,14/07/2021,,chlorophyll_A_per_area,,PO_0025034,,,,PATO_0000125,EnvThes:22003,PATO_0001470,,,,,,,,,,,,,,,,,,,CHEBI_18230,CHEBI_28966,GO_0009507,,,,,,,,,,,,,,,,Leaf chlorophyll content per leaf area (Chl a) [TRY:3476] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,,2083
APD/0002084,leaf_chlorophyll_A_per_dry_mass,Leaf chlorophyll A content per unit leaf dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of chlorophyll a [CHEBI:18230] in a leaf [PO:0025034] to leaf dry mass [TO:0001014].,,,https://github.com/traitecoevo/APD,STATO_0000251,numeric,0.1,10,mmol/kg,mmol/kg,millimole per kilogram,pigment content trait,,,,14/07/2021,,chlorophyll_A_per_dry_mass,,PO_0025034,,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,CHEBI_18230,CHEBI_28966,GO_0009507,,,,,,,,,,,,,,,,Leaf chlorophyll content per leaf dry mass (Chl a) [TRY:3474] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,,2084
APD/0002085,leaf_chlorophyll_B_per_area,Leaf chlorophyll B content per unit leaf area,The ratio [PATO:0001470] of the mass [PATO:0000125] of chlorophyll b [CHEBI:27888] in a leaf [PO:0025034] to leaf area [PATO:0001323].,,,https://github.com/traitecoevo/APD,STATO_0000251,numeric,10,1000,umol/m2,umol/m2,micromole per square metre,pigment content trait,,,,14/07/2021,,chlorophyll_B_per_area,,PO_0025034,,,,PATO_0000125,EnvThes:22003,PATO_0001470,,,,,,,,,,,,,,,,,,,CHEBI_27888,CHEBI_28966,GO_0009507,,,,,,,,,,,,,,,,Leaf chlorophyll content per leaf area (Chl b) [TRY:3477] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,,2085
APD/0002086,leaf_chlorophyll_B_per_dry_mass,Leaf chlorophyll B content per unit leaf dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of chlorophyll b [CHEBI:27888] in a leaf [PO:0025034] to leaf dry mass [TO:0001014].,,,https://github.com/traitecoevo/APD,STATO_0000251,numeric,0.01,10,mmol/kg,mmol/kg,millimole per kilogram,pigment content trait,,,,14/07/2021,,chlorophyll_B_per_dry_mass,,PO_0025034,,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,CHEBI_27888,CHEBI_28966,GO_0009507,,,,,,,,,,,,,,,,Leaf chlorophyll content per leaf dry mass (Chl b) [TRY:3475] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,,2086
APD/0002087,leaf_chlorophyll_A_B_ratio,Ratio of leaf chlorophyll A content to leaf chlorophyll B content,The ratio [PATO:0001470] of the mass [PATO:0000125] of chlorophyll a [CHEBI:18230] in a leaf [PO:0025034] to the mass of chlorophyll b [CHEBI:27888] in the leaf.,,,https://github.com/traitecoevo/APD,STATO_0000251,numeric,0.1,6,umol/umol,umol/umol,micromole per micromole,pigment content trait,,,,14/07/2021,,chlorophyll_A_B_ratio,,PO_0025034,,,,PATO_0000125,ECSO_00000619,PATO_0001470,STATO_0000300,,,,,,,,,,,,,,,,,,CHEBI_18230,CHEBI_27888,CHEBI_28966,GO_0009507,,,,,,,,,,,,,,,Leaf chlorophyll a/b ratio [TRY:416] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,,2087
APD/0002090,leaf_rubisco_per_leaf_dry_mass,Leaf rubisco content per unit leaf dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of rubisco [MESH:D012273] in a leaf [PO:0025034] to leaf dry mass [TO:0001014].,,"This trait is most commonly measured on leaf tissue. If the Rubisco concentration of a different tissue is measured, this should be explicitly noted in the methods or as a method context.",https://github.com/traitecoevo/APD,STATO_0000251,numeric,5,50,mg/g,mg/g,milligram per gram,protein content trait,,,,14/07/2021,,cell_rubisco_concentration,,PO_0025034,,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,D012273,GO_0009507,CHEBI_36080,,,,,,,,,,,,,,,,,Leaf Rubisco content per leaf area [TRY:504] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,2090
APD/0002127,stem_soluble_starch_per_mass,Stem soluble starch content per unit stem dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of water [CHEBI:15377] soluble [PATO:0001537] starch [CHEBI:28017] in a stem [PO:0009047] to stem dry mass.,,,https://github.com/traitecoevo/APD,STATO_0000251,numeric,0.1,100,mg/g,mg/g,milligram per gram,carbohydrate content trait,,,,14/07/2021,,,,PO_0009047,,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,CHEBI_28017,CHEBI_16646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2127
APD/0002131,stem_soluble_sugars_per_mass,Stem soluble sugar content per unit stem dry mass,"The ratio [PATO:0001470] of the mass [PATO:0000125] of sugar [APD:glossary/40106] in a stem [PO:0009047] to stem dry mass, where 'sugar' refers to an informal grouping of carbohydrates [CHEBI:16646] that are soluble in [PATO:0001537] water [CHEBI:15377], including both monosaccharides [CHEBI:35381] and disaccharides [CHEBI:36233].",,,https://github.com/traitecoevo/APD,STATO_0000251,numeric,1,200,mg/g,mg/g,milligram per gram,carbohydrate content trait,,,,14/07/2021,,,,PO_0009047,,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,CHEBI_16646,CHEBI_35381,CHEBI_36233,APD:glossary/40106,,,,,,,,,,,Stem sugar content per stem dry mass [TOP914] (https://top-thesaurus.org/index),,,,,,,,,,,,,,,,,,,,,2131
APD/0002224,bark_cellulose_per_dry_mass,Bark cellulose content per unit bark dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of cellulose [CHEBI:62967] in bark [PO:0004518] to bark dry mass.,,,https://github.com/traitecoevo/APD,STATO_0000251,numeric,0.1,1,mg/mg,mg/mg,milligram per milligram,carbohydrate content trait,,,,14/07/2021,,,,PO_0004518,,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,CHEBI_62967,,,,,,,,,,,,,,Bark cellulose content per bark dry mass [TOP813] (https://top-thesaurus.org/index),,,,,,,,,,,,,,,,,,,,,2224
APD/0002250,bark_lignin_per_dry_mass,Bark lignin content per unit bark dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of lignin [CHEBI:6457] in bark [PO:0004518] to bark dry mass.,,,https://github.com/traitecoevo/APD,STATO_0000251,numeric,0.01,1,mg/mg,mg/mg,milligram per milligram,phenolic compound content trait,,,,14/07/2021,,,,PO_0004518,,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,CHEBI_6457,,,,,,,,,,,,,,Bark lignin content per bark dry mass [TOP838] (https://top-thesaurus.org/index),,,,,,,,,,,,,,,,,,,,,2250
APD/0002255,bark_tannin_per_dry_mass,Bark tannin content per unit bark dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of tannins [CHEBI:26848] (polyphenols [CHEBI:26195]) in bark [PO:0004518] to bark dry mass.,,Tannins are a specific class of polyphenolic compounds found in plants.,https://github.com/traitecoevo/APD,STATO_0000251,numeric,1.00E-05,1,mg/mg,mg/mg,milligram per milligram,phenolic compound content trait,,,,14/07/2021,,,,PO_0004518,,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,Salminen & Karonen 2011,,,,,CHEBI_26848,CHEBI_26195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2255
APD/0002327,root_soluble_starch_per_mass,Root soluble starch content per unit root dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of water [CHEBI:15377] soluble [PATO:0001537] starch [CHEBI:28017] in roots [PO:0009005] to root dry mass.,,,https://github.com/traitecoevo/APD,STATO_0000251,numeric,0.1,100,mg/g,mg/g,milligram per gram,carbohydrate content trait,,,,14/07/2021,,,,PO_0009005,,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,CHEBI_28017,CHEBI_16646,,,,,,,,,,,,,,,,,Root starch content per dry mass [TRY:3147] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,,2327
APD/0002331,root_soluble_sugars_per_mass,Root soluble sugar content per unit root dry mass,"The ratio [PATO:0001470] of the mass [PATO:0000125] of sugar [APD:glossary/40106] in roots [PO:0009005] to root dry mass, where 'sugar' refers to an informal grouping of carbohydrates [CHEBI:16646] that are soluble in [PATO:0001537] water [CHEBI:15377], including both monosaccharides [CHEBI:35381] and disaccharides [CHEBI:36233].",,,https://github.com/traitecoevo/APD,STATO_0000251,numeric,1,200,mg/g,mg/g,milligram per gram,carbohydrate content trait,,,,14/07/2021,,,,PO_0009005,,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,CHEBI_16646,CHEBI_35381,CHEBI_36233,APD:glossary/40106,,,,,,,,,,,Root sugar content per root dry mass trait [TOP921] (https://top-thesaurus.org/index),,,,Root sugar content per root dry mass [TRY:662] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,,2331
APD/0002534,seed_protein_per_seed_dry_mass,Seed protein content per unit seed dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of protein [CHEBI:36080] in a seed [PO:0009010] to seed dry mass [TO:0000181].,,"It is best practice for the denominator to be seed dry mass. If data are reported on a `per seed fresh mass` basis, this should be explicitly noted in the methods or as a method context.",https://github.com/traitecoevo/APD,STATO_0000251,numeric,1.00E-05,1,g/g,g/g,gram per gram,protein content trait,,,,14/07/2021,,seed_protein_content,,PO_0025082,PO_0009010,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,CHEBI_36080,TO_0000181,,,,,,,,,,,,,,,,,Seed protein content per seed mass [TRY:97] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,,2534
APD/0002544,seed_oil_per_seed_dry_mass,Seed oil content per unit seed dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of lipids [CHEBI:18059] in a seed [PO:0009010] to seed dry mass [TO:0000181].,,"It is best practice for the denominator to be seed dry mass. If data are reported on a `per seed fresh mass` basis, this should be explicitly noted in the methods or as a method context.",https://github.com/traitecoevo/APD,STATO_0000251,numeric,1.00E-04,1,g/g,g/g,gram per gram,lipid content trait,,,,14/07/2021,,seed_oil_content,,PO_0025082,PO_0009010,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,CHEBI_18059,TO_0000181,,,,,,,,,,,,,Seed lipid content per seed dry mass [TOP880] (https://top-thesaurus.org/index),,,,Seed oil content per seed mass [TRY:96] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,,2544
APD/0002822,leaf_ash_per_dry_mass,Leaf ash content per unit leaf dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of leaf [PO:0025034] ash [ENVO:02000090] remaining after a combustion process [ENVO:01000839] to the leaf dry mass before the combustion process.,,"Includes measurements on leaf analogs, including cladodes and phylloclades.",https://github.com/traitecoevo/APD,STATO_0000251,numeric,0.01,100,g/g,g/g,gram per gram,live leaf mineral and ion content trait,fire response trait,,,14/07/2021,,leaf_ash_content_per_dry_mass,,PO_0025034,,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,ENVO_02000090,ENVO_01000839,ENVO_01000786,,,,,,,,,,,,,,,,Leaf ash content per leaf dry mass [TRY:333] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,,2822
APD/0002824,bark_ash_per_dry_mass,Bark ash content per unit bark dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of bark [PO:0004518] ash [ENVO:02000090] remaining after a combustion process [ENVO:01000839] to the bark dry mass before the combustion process.,,,https://github.com/traitecoevo/APD,STATO_0000251,numeric,0.01,100,g/g,g/g,gram per gram,stem mineral and ion content trait,fire response trait,,,14/07/2021,,bark_ash_content_per_dry_mass,,PO_0004518,,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,ENVO_02000090,ENVO_01000839,ENVO_01000786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2824
APD/0003011,bark_delta13C,Bark stable carbon isotope composition (delta13C),"Carbon stable isotope ratio [ECSO:00001142], d13C [ECSO:00000669], of bark [PO:0004518].",,"delta13C is calculated as the ratio of, 13C/12C in a sample to 13C/12C in a standard, minus 1. The result is expressed in parts per thousand, commonly referred to as per mille. A more negative value for delta13C indicates the sample has a lower ratio of 13C/12C relative to the standard.",https://github.com/traitecoevo/APD,STATO_0000251,numeric,-50,0,{delta}[ppth],[ppth],parts per thousand,stable isotope ratio determination,,,,14/07/2021,,,,PO_0004518,,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,ECSO_00001142,ECSO_00000669,CHEBI_36928,NCIT_C47933,,,,,,,,,,,,,,,Bark carbon (C) isotope signature (delta 13C) [TRY:829] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,Integrated water-use efficiency [BROT:16] (http://doi.org/10.1038/sdata.2018.135),,,3011
APD/0003012,leaf_delta13C,Leaf stable carbon isotope composition (delta13C),"Carbon stable isotope ratio [ECSO:00001142], d13C [ECSO:00000669], of leaves [PO:0025034].",,"delta13C is calculated as the ratio of, 13C/12C in a sample to 13C/12C in a standard, minus 1. The result is expressed in parts per thousand, commonly referred to as per mille. A more negative value for delta13C indicates the sample has a lower ratio of 13C/12C relative to the standard.",https://github.com/traitecoevo/APD,STATO_0000251,numeric,-50,0,{delta}[ppth],[ppth],parts per thousand,stable isotope ratio determination,,,,14/07/2021,,,,PO_0025034,,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,ECSO_00001142,ECSO_00000669,CHEBI_36928,NCIT_C47933,,,,,,,,,,,,,,,Leaf carbon (C) isotope signature (delta 13C) [TRY:89] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,Integrated water-use efficiency [BROT:16] (http://doi.org/10.1038/sdata.2018.135),,,3012
APD/0003013,stem_delta13C,Stem stable carbon isotope composition (delta13C),"Carbon stable isotope ratio [ECSO:00001142], d13C [ECSO:00000669], of stems [PO:0009047].",,"delta13C is calculated as the ratio of, 13C/12C in a sample to 13C/12C in a standard, minus 1. The result is expressed in parts per thousand, commonly referred to as per mille. A more negative value for delta13C indicates the sample has a lower ratio of 13C/12C relative to the standard.",https://github.com/traitecoevo/APD,STATO_0000251,numeric,-50,0,{delta}[ppth],[ppth],parts per thousand,stable isotope ratio determination,,,,29/03/2023,,,,PO_0009047,,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,ECSO_00001142,ECSO_00000669,CHEBI_36928,NCIT_C47933,,,,,,,,,,,,,,,Root carbon (C) isotope signature (delta 13C) [TRY:90] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,Integrated water-use efficiency [BROT:16] (http://doi.org/10.1038/sdata.2018.135),,,3013
APD/0003014,root_delta13C,Root stable carbon isotope composition (delta13C),"Carbon stable isotope ratio [ECSO:00001142], d13C [ECSO:00000669], of roots [PO:0009005].",,"delta13C is calculated as the ratio of, 13C/12C in a sample to 13C/12C in a standard, minus 1. The result is expressed in parts per thousand, commonly referred to as per mille. A more negative value for delta13C indicates the sample has a lower ratio of 13C/12C relative to the standard.",https://github.com/traitecoevo/APD,STATO_0000251,numeric,-50,0,{delta}[ppth],[ppth],parts per thousand,stable isotope ratio determination,,,,14/07/2021,,,,PO_0009005,,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,ECSO_00001142,ECSO_00000669,CHEBI_36928,NCIT_C47933,,,,,,,,,,,,,,,Root carbon (C) isotope signature (delta 13C) [TRY:90] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,Integrated water-use efficiency [BROT:16] (http://doi.org/10.1038/sdata.2018.135),,,3013
APD/0003015,wood_delta13C,Wood stable carbon isotope composition (delta13C),"Carbon stable isotope ratio [ECSO:00001142], d13C [ECSO:00000669], of wood [NCIT:C93062].",,"delta13C is calculated as the ratio of, 13C/12C in a sample to 13C/12C in a standard, minus 1. The result is expressed in parts per thousand, commonly referred to as per mille. A more negative value for delta13C indicates the sample has a lower ratio of 13C/12C relative to the standard.",https://github.com/traitecoevo/APD,STATO_0000251,numeric,-50,0,{delta}[ppth],[ppth],parts per thousand,stable isotope ratio determination,,,,14/07/2021,,,,PO_0009047,PO_0005848,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,ECSO_00001142,ECSO_00000669,NCIT_C93062,CHEBI_36928,NCIT_C47933,,,,,,,,,,,,,,Wood carbon (C) isotope signature (delta 13C) [TRY:1213] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,Integrated water-use efficiency [BROT:16] (http://doi.org/10.1038/sdata.2018.135),,,3014
APD/0003031,bark_delta15N,Bark stable nitrogen isotope composition (delta15N),"Nitrogen stable isotope ratio [ECSO:00001737], d15N [ECSO:00001738], of bark [PO:0004518].",,"delta15N is calculated as the ratio of, 15N/14N in a sample to 15N/14N in a standard, minus 1. The result is expressed in parts per thousand, commonly referred to as per mille. A lower value for delta15N indicates the sample has a lower ratio of 15N/14N relative to the standard.",https://github.com/traitecoevo/APD,STATO_0000251,numeric,-25,75,{delta}[ppth],[ppth],parts per thousand,stable isotope ratio determination,,,,14/07/2021,,,,PO_0004518,,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,ECSO_00001737,ECSO_00001738,CHEBI_36934,NCIT_C47933,,,,,,,,,,,,,,,Bark nitrogen (N) isotope signature (delta 15N) [TRY:832] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,,3031
APD/0003032,leaf_delta15N,Leaf stable nitrogen isotope composition (delta15N),"Nitrogen stable isotope ratio [ECSO:00001737], d15N [ECSO:00001738], of leaves [PO:0025034].",,"delta15N is calculated as the ratio of, 15N/14N in a sample to 15N/14N in a standard, minus 1. The result is expressed in parts per thousand, commonly referred to as per mille. A lower value for delta15N indicates the sample has a lower ratio of 15N/14N relative to the standard.",https://github.com/traitecoevo/APD,STATO_0000251,numeric,-25,75,{delta}[ppth],[ppth],parts per thousand,stable isotope ratio determination,,,,14/07/2021,,,,PO_0025034,,,,PATO_0000125,ECSO_00000619,PATO_0001470,,,,,,,,,,,,,,,,,,,ECSO_00001737,ECSO_00001738,CHEBI_36934,NCIT_C47933,,,,,,,,,,,,,,,Leaf nitrogen (N) isotope signature (delta 15N) [TRY:78] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,,3032
