sort,term type,term,ontology,identifier,base_code,base_identifier_to_match,term to use in keyword list,url,scheme,prefix,description
364,,recycle,National Cancer Institute Thesaurus,NCIT:C126395,NCIT_C126395,NCIT_C126395,recycle [NCIT:C126395],http://purl.obolibrary.org/obo/NCIT_C126395,http://purl.obolibrary.org/obo/,obo,To use again following processing.
62,,organ,National Cancer Institute Thesaurus,NCIT:C13018,NCIT_C13018,NCIT_C13018,organ [NCIT:C13018],http://purl.obolibrary.org/obo/NCIT_C13018,http://purl.obolibrary.org/obo/,obo,"A unique macroscopic (gross) anatomic structure that performs specific functions. It is composed of various tissues. An organ is part of an anatomic system or a body region. Representative examples include the heart, lung, liver, spleen, and uterus."
391,,chromosome,National Cancer Institute Thesaurus,NCIT:C13202,NCIT_C13202,NCIT_C13202,chromosome [NCIT:C13202],http://purl.obolibrary.org/obo/NCIT_C13202,http://purl.obolibrary.org/obo/,obo,"One of the bodies in the cell nucleus that is the bearer of genes, has the form of a delicate chromatin filament during interphase, contracts to form a compact cylinder segmented into two arms by the centromere during metaphase and anaphase stages of cell division, and is capable of reproducing its physical and chemical structure through successive cell divisions."
602,,bacteria,National Cancer Institute Thesaurus,NCIT:C14187,NCIT_C14187,NCIT_C14187,bacteria [NCIT:C14187],http://purl.obolibrary.org/obo/NCIT_C14187,http://purl.obolibrary.org/obo/,obo,"Unicellular, prokaryotic organisms that reproduce by cell division and usually have cell walls; can be shaped like spheres, rods or spirals and can be found in virtually any environment."
578,,longevity,National Cancer Institute Thesaurus,NCIT:C153298,NCIT_C153298,NCIT_C153298,longevity [NCIT:C153298],http://purl.obolibrary.org/obo/NCIT_C153298,http://purl.obolibrary.org/obo/,obo,The length or duration of life or viability.
583,,combustion,National Cancer Institute Thesaurus,NCIT:C157201,NCIT_C157201,NCIT_C157201,combustion [NCIT:C157201],http://purl.obolibrary.org/obo/NCIT_C157201,http://purl.obolibrary.org/obo/,obo,The combination of a substance with oxygen that involves the production of heat and light.
554,ecology,adaptation,National Cancer Institute Thesaurus,NCIT:C158868,NCIT_C158868,NCIT_C158868,adaptation [NCIT:C158868],http://purl.obolibrary.org/obo/NCIT_C158868,http://purl.obolibrary.org/obo/,obo,"The alteration or adjustment in structure or habits, often occurring through natural selection, by which a species becomes better able to function in its environment."
363,,optics,National Cancer Institute Thesaurus,NCIT:C16940,NCIT_C16940,NCIT_C16940,optics [NCIT:C16940],http://purl.obolibrary.org/obo/NCIT_C16940,http://purl.obolibrary.org/obo/,obo,The branch of physics that describes the behavior and properties of light and the interaction of light with matter.
613,,phenotype,National Cancer Institute Thesaurus,NCIT:C16977,NCIT_C16977,NCIT_C16977,phenotype [NCIT:C16977],http://purl.obolibrary.org/obo/NCIT_C16977,http://purl.obolibrary.org/obo/,obo,The assemblage of traits or outward appearance of an individual. It is the product of interactions between genes and between genes and the environment.
838,[using TO:0000283 instead],physiology,National Cancer Institute Thesaurus,NCIT:C16990,NCIT_C16990,NCIT_C16990,physiology [NCIT:C16990],http://purl.obolibrary.org/obo/NCIT_C16990,http://purl.obolibrary.org/obo/,obo,"The study of the mechanical, physical, and biochemical functions of living organisms."
592,,exposure,National Cancer Institute Thesaurus,NCIT:C17941,NCIT_C17941,NCIT_C17941,exposure [NCIT:C17941],http://purl.obolibrary.org/obo/NCIT_C17941,http://purl.obolibrary.org/obo/,obo,The act of subjecting someone or something to an influencing experience.
151,Conceptual Entity > fraction,number fraction,National Cancer Institute Thesaurus,NCIT:C179804,NCIT_C179804,NCIT_C179804,number fraction [NCIT:C179804],http://purl.obolibrary.org/obo/NCIT_C179804,http://purl.obolibrary.org/obo/,obo,The quotient of the number of particular entities [constituents] and the number of all constituents in the system.
307,,enzyme activity,National Cancer Institute Thesaurus,NCIT:C180567,NCIT_C180567,NCIT_C180567,enzyme activity [NCIT:C180567],http://purl.obolibrary.org/obo/NCIT_C180567,http://purl.obolibrary.org/obo/,obo,"The rate of reaction catalyzed by an enzyme, usually expressed as micromoles of product formed or substrate transformed per minute."
758,chemical entity,metabolic process,National Cancer Institute Thesaurus,NCIT:C19536,NCIT_C19536,NCIT_C19536,metabolic process [NCIT:C19536],http://purl.obolibrary.org/obo/NCIT_C19536,http://purl.obolibrary.org/obo/,obo,"Organic processes in a cell or organism that are necessary to sustain life. Cellular metabolism can be divided into two categories. Anabolism entails the construction of complex organic molecules from simpler precursors, while catabolism involves the breakdown of complex substances into simpler molecules"
369,,biochemical reaction,National Cancer Institute Thesaurus,NCIT:C19899,NCIT_C19899,NCIT_C19899,biochemical reaction [NCIT:C19899],http://purl.obolibrary.org/obo/NCIT_C19899,http://purl.obolibrary.org/obo/,obo,"A chemical process, typically mediated by an enzyme, in which one or more substances (a substrate) are transformed by covalent modification into another substance(s) (a product) or in which the state of a substance is transformed."
503,,age,National Cancer Institute Thesaurus,NCIT:C25150,NCIT_C25150,NCIT_C25150,age [NCIT:C25150],http://purl.obolibrary.org/obo/NCIT_C25150,http://purl.obolibrary.org/obo/,obo,How long something has existed; elapsed time since birth.
253,,axis,National Cancer Institute Thesaurus,NCIT:C25154,NCIT_C25154,NCIT_C25154,axis [NCIT:C25154],http://purl.obolibrary.org/obo/NCIT_C25154,http://purl.obolibrary.org/obo/,obo,A straight line through a body or figure that satisfies certain conditions.
299,,classification,National Cancer Institute Thesaurus,NCIT:C25161,NCIT_C25161,NCIT_C25161,classification [NCIT:C25161],http://purl.obolibrary.org/obo/NCIT_C25161,http://purl.obolibrary.org/obo/,obo,"A method of generalization, the systematic arrangement of entities into classes or groups based on mutual similarity and certain differing characteristics."
,,magnitude,National Cancer Institute Thesaurus,NCIT:C49158,NCIT_C49158,NCIT_C49158,magnitude [,http://purl.obolibrary.org/obo/NCIT_C49148,http://purl.obolibrary.org/obo/,obo,Greatness in size or extent; a number assigned to a quantity so that it may be compared with other quantities. (Dictionary.com)
212,,sensitivity,National Cancer Institute Thesaurus,NCIT:C25201,NCIT_C25201,NCIT_C25201,sensitivity [NCIT:C25201],http://purl.obolibrary.org/obo/NCIT_C25201,http://purl.obolibrary.org/obo/,obo,The ability to respond to physical stimuli or to register small physical amounts or differences.
159,,high,National Cancer Institute Thesaurus,NCIT:C25227,NCIT_C25227,NCIT_C25227,high [NCIT:C25227],http://purl.obolibrary.org/obo/NCIT_C25227,http://purl.obolibrary.org/obo/,obo,An elevated level or position or degree; greater than normal in degree or intensity or amount.
217,,surface,National Cancer Institute Thesaurus,NCIT:C25245,NCIT_C25245,NCIT_C25245,surface [NCIT:C25245],http://purl.obolibrary.org/obo/NCIT_C25245,http://purl.obolibrary.org/obo/,obo,The extended two-dimensional outer boundary of a three-dimensional object.
160,Property or Attribute > Qualifier > General Qualifier,primary,National Cancer Institute Thesaurus,NCIT:C25251,NCIT_C25251,NCIT_C25251,primary [NCIT:C25251],http://purl.obolibrary.org/obo/NCIT_C25251,http://purl.obolibrary.org/obo/,obo,Occurring first in time or sequence; original; of greatest rank or importance or value.
153,Property or Attribute,quantity,National Cancer Institute Thesaurus,NCIT:C25256,NCIT_C25256,NCIT_C25256,quantity [NCIT:C25256],http://purl.obolibrary.org/obo/NCIT_C25256,http://purl.obolibrary.org/obo/,obo,How much there is of something that you can measure; the total amount or number.
298,measurement property,type,National Cancer Institute Thesaurus,NCIT:C25284,NCIT_C25284,NCIT_C25284,type [NCIT:C25284],http://purl.obolibrary.org/obo/NCIT_C25284,http://purl.obolibrary.org/obo/,obo,Something distinguishable as an identifiable class based on common qualities.
179,measurement property,total,National Cancer Institute Thesaurus,NCIT:C25304,NCIT_C25304,NCIT_C25304,total [NCIT:C25304],http://purl.obolibrary.org/obo/NCIT_C25304,http://purl.obolibrary.org/obo/,obo,"Pertaining to an entirety or whole, also constituting the full quantity or extent; complete; derived by addition."
243,spatial qualifier,lower,National Cancer Institute Thesaurus,NCIT:C25309,NCIT_C25309,NCIT_C25309,lower [NCIT:C25309],http://purl.obolibrary.org/obo/NCIT_C25309,http://purl.obolibrary.org/obo/,obo,The bottom one of two.
588,,duration,National Cancer Institute Thesaurus,NCIT:C25330,NCIT_C25330,NCIT_C25330,duration [NCIT:C25330],http://purl.obolibrary.org/obo/NCIT_C25330,http://purl.obolibrary.org/obo/,obo,The period of time during which something continues.
626,,location,National Cancer Institute Thesaurus,NCIT:C25341,NCIT_C25341,NCIT_C25341,location [NCIT:C25341],http://purl.obolibrary.org/obo/NCIT_C25341,http://purl.obolibrary.org/obo/,obo,"A position, site, or point in space where something can be found."
631,,mechanism,National Cancer Institute Thesaurus,NCIT:C25343,NCIT_C25343,NCIT_C25343,mechanism [NCIT:C25343],http://purl.obolibrary.org/obo/NCIT_C25343,http://purl.obolibrary.org/obo/,obo,The means by which an effect is obtained.
244,spatial qualifier,upper,National Cancer Institute Thesaurus,NCIT:C25355,NCIT_C25355,NCIT_C25355,upper [NCIT:C25355],http://purl.obolibrary.org/obo/NCIT_C25355,http://purl.obolibrary.org/obo/,obo,Higher in place or position; the topmost one of two.
133,measurement property,"small, smaller",National Cancer Institute Thesaurus,NCIT:C25376,NCIT_C25376,NCIT_C25376,"small, smaller [NCIT:C25376]",http://purl.obolibrary.org/obo/NCIT_C25376,http://purl.obolibrary.org/obo/,obo,"Limited in number, quantity, magnitude or extent."
152,Conceptual Entity > scale,index,National Cancer Institute Thesaurus,NCIT:C25390,NCIT_C25390,NCIT_C25390,index [NCIT:C25390],http://purl.obolibrary.org/obo/NCIT_C25390,http://purl.obolibrary.org/obo/,obo,"A numerical scale used to compare variables with one another or with some reference number; a number used to select an element of a list, vector, array or other sequence."
245,spatial concept; anatomical qualifier,apical,National Cancer Institute Thesaurus,NCIT:C25423,NCIT_C25423,NCIT_C25423,apical [NCIT:C25423],http://purl.obolibrary.org/obo/NCIT_C25423,http://purl.obolibrary.org/obo/,obo,Relating to or located at the tip (an apex).
175,measurement property,change,National Cancer Institute Thesaurus,NCIT:C25446,NCIT_C25446,NCIT_C25446,change [NCIT:C25446],http://purl.obolibrary.org/obo/NCIT_C25446,http://purl.obolibrary.org/obo/,obo,The act of alteration or modification; changed or altered in form or character.
180,measurement property,count,National Cancer Institute Thesaurus,NCIT:C25463,NCIT_C25463,NCIT_C25463,count [NCIT:C25463],http://purl.obolibrary.org/obo/NCIT_C25463,http://purl.obolibrary.org/obo/,obo,Determining the number or amount of something.
177,measurement property,formation,National Cancer Institute Thesaurus,NCIT:C25513,NCIT_C25513,NCIT_C25513,formation [NCIT:C25513],http://purl.obolibrary.org/obo/NCIT_C25513,http://purl.obolibrary.org/obo/,obo,The act of forming something or the structure formed.
300,measurement property,function,National Cancer Institute Thesaurus,NCIT:C25518,NCIT_C25518,NCIT_C25518,function [NCIT:C25518],http://purl.obolibrary.org/obo/NCIT_C25518,http://purl.obolibrary.org/obo/,obo,The normal action performed by a structure or device.
158,,increase,National Cancer Institute Thesaurus,NCIT:C25533,NCIT_C25533,NCIT_C25533,increase [NCIT:C25533],http://purl.obolibrary.org/obo/NCIT_C25533,http://purl.obolibrary.org/obo/,obo,"A process of becoming larger, more numerous, more important, or more likely."
118,,longest,National Cancer Institute Thesaurus,NCIT:C25558,NCIT_C25558,NCIT_C25558,longest [NCIT:C25558],http://purl.obolibrary.org/obo/NCIT_C25558,http://purl.obolibrary.org/obo/,obo,Having the greater length of two or the greatest length of several.
156,Property or Attribute > Qualifier > General Qualifier,maximum,National Cancer Institute Thesaurus,NCIT:C25564,NCIT_C25564,NCIT_C25564,maximum [NCIT:C25564],http://purl.obolibrary.org/obo/NCIT_C25564,http://purl.obolibrary.org/obo/,obo,The largest possible quantity or degree.
157,Property or Attribute > Qualifier > General Qualifier,minimum,National Cancer Institute Thesaurus,NCIT:C25570,NCIT_C25570,NCIT_C25570,minimum [NCIT:C25570],http://purl.obolibrary.org/obo/NCIT_C25570,http://purl.obolibrary.org/obo/,obo,The smallest possible quantity.
215,,requirement,National Cancer Institute Thesaurus,NCIT:C25652,NCIT_C25652,NCIT_C25652,requirement [NCIT:C25652],http://purl.obolibrary.org/obo/NCIT_C25652,http://purl.obolibrary.org/obo/,obo,Something that is a necessary condition; something that is obligatory.
328,other key words,response,National Cancer Institute Thesaurus,NCIT:C25755,NCIT_C25755,NCIT_C25755,response [NCIT:C25755],http://purl.obolibrary.org/obo/NCIT_C25755,http://purl.obolibrary.org/obo/,obo,"Any act or phenomena, or behavior, constituting a reply or reaction of a living organism or its part to some foregoing stimulus or agent."
518,,parasite,National Cancer Institute Thesaurus,NCIT:C28176,NCIT_C28176,NCIT_C28176,parasite [NCIT:C28176],http://purl.obolibrary.org/obo/NCIT_C28176,http://purl.obolibrary.org/obo/,obo,"Any organism that has a close, symbiotic relationship with a separate, host organism."
475,,deficit,National Cancer Institute Thesaurus,NCIT:C37940,NCIT_C37940,NCIT_C37940,deficit [NCIT:C37940],http://purl.obolibrary.org/obo/NCIT_C37940,http://purl.obolibrary.org/obo/,obo,A lack or deficiency.
