identifier,trait,label,description_encoded,description,comments,inScheme,type,min,max,units,units_uom,category,created,modified,reviewed,deprecated_trait_name,constraints,structure,measured_characteristic,reviewers,references,keywords,exact_match,close_match,related_match,TOP_exact,TOP_close,TOP_related,TRY_exact,TRY_close,TRY_related,LEDA_exact,LEDA_close,LEDA_related,GIFT_exact,GIFT_close,GIFT_related,BIEN_exact,BIEN_close,BIEN_related,BROT_exact,BROT_close,BROT_related,PalmTraits_exact,PalmTraits_close
trait_0002022,leaf_total_non-structural_carbohydrates_per_mass,Leaf total non-structural carbohydrate content per unit leaf dry mass,"The ratio [PATO:0001470] of the mass [PATO:0000125] of non-structural carbohydrates [CHEBI:16646] (sugars [APD:glossary/40106]) in a leaf [PO:0025034] to leaf dry mass [TO:0001014], where non-structural carbohydrates are carbohydrates that do not comprise the cell wall [GO:0009505].","The ratio of the mass of non-structural carbohydrates (sugars) in a leaf to leaf dry mass, where non-structural carbohydrates are carbohydrates that do not comprise the cell wall.",,https://w3id.org/APD,STATO_0000251,10,200,mg/g,milligram per gram,trait_group_0002005,14/07/2021,05/02/2024,,,,PO_0025034,PATO_0000125; EnvThes:22003; PATO_0001470,,,CHEBI_16646; CHEBI_28017; glossary_40106; glossary_40062,,,,,,,,,,,,,,,,,,,,,,,
trait_0002024,leaf_cellulose_per_dry_mass,Leaf cellulose content per unit leaf dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of cellulose [CHEBI:62967] in a leaf [PO:0025034] to leaf dry mass [TO:0001014].,The ratio of the mass of cellulose in a leaf to leaf dry mass.,,https://w3id.org/APD,STATO_0000251,0.01,1,mg/mg,milligram per milligram,trait_group_0002005,14/07/2021,05/02/2024,,,,PO_0025034,PATO_0000125; ECSO_00000619; PATO_0001470,,,CHEBI_62967; CHEBI_16646,,,TO_0000993,Leaf cellulose content per leaf dry mass [TOP819] (https://top-thesaurus.org/index),,,Leaf cellulose content per leaf dry mass [TRY:92] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,
trait_0002025,leaf_starch_per_area,Leaf starch content per unit leaf area,The ratio [PATO:0001470] of the mass [PATO:0000125] of total starch [CHEBI:28017] in a leaf [PO:0025034] to leaf area [PATO:0001323].,The ratio of the mass of total starch in a leaf to leaf area.,,https://w3id.org/APD,STATO_0000251,0.1,50,g/m2,gram per square metre,trait_group_0002005,14/07/2021,05/02/2024,,starch_per_area,,PO_0025034,PATO_0000125; EnvThes:22003; PATO_0001470,,,CHEBI_28017; CHEBI_16646,,,TO_0000696,,,,Leaf starch content per leaf dry mass [TRY:505] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,
trait_0002027,leaf_soluble_starch_per_area,Leaf soluble starch content per unit leaf area,The ratio [PATO:0001470] of the mass [PATO:0000125] of water [CHEBI:15377] soluble [PATO:0001537] starch [CHEBI:28017] in a leaf [PO:0025034] to leaf area [PATO:0001323].,The ratio of the mass of water soluble starch in a leaf to leaf area.,,https://w3id.org/APD,STATO_0000251,0.1,100,g/m2,gram per square metre,trait_group_0002005,14/07/2021,05/02/2024,,soluble_starch_per_area,,PO_0025034,PATO_0000125; EnvThes:22003; PATO_0001470,,,CHEBI_28017; CHEBI_16646,,,,,,,Leaf starch content per leaf dry mass [TRY:505] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,
trait_0002028,leaf_soluble_starch_per_mass,Leaf soluble starch content per unit leaf dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of water [CHEBI:15377] soluble [PATO:0001537] starch [CHEBI:28017] in a leaf [PO:0025034] to leaf dry mass [TO:0001014].,The ratio of the mass of water soluble starch in a leaf to leaf dry mass.,,https://w3id.org/APD,STATO_0000251,0.1,200,mg/g,milligram per gram,trait_group_0002005,14/07/2021,05/02/2024,,,,PO_0025034,PATO_0000125; ECSO_00000619; PATO_0001470,,,CHEBI_28017; CHEBI_16646,,,,,,,Leaf starch content per leaf dry mass [TRY:505] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,
trait_0002031,leaf_soluble_sugars_per_area,Leaf soluble sugar content per unit leaf area,"The ratio [PATO:0001470] of the mass [PATO:0000125] of sugar [APD:glossary/40106] in a leaf [PO:0025034] to leaf area [PATO:0001323], where 'sugar' refers to an informal grouping of carbohydrates [CHEBI:16646] that are soluble in [PATO:0001537] water [CHEBI:15377], including both monosaccharides [CHEBI:35381] and disaccharides [CHEBI:36233].","The ratio of the mass of sugar in a leaf to leaf area, where 'sugar' refers to an informal grouping of carbohydrates that are soluble in water, including both monosaccharides and disaccharides.",,https://w3id.org/APD,STATO_0000251,0.1,100,g/m2,gram per square metre,trait_group_0002005,14/07/2021,05/02/2024,,soluble_sugars_per_area,,PO_0025034,PATO_0000125; EnvThes:22003; PATO_0001470,,,CHEBI_16646; CHEBI_35381; CHEBI_36233; glossary_40106,,,TO_0000340,Leaf sugar content per leaf area [TOP920] (https://top-thesaurus.org/index),,,Leaf sugar content per leaf dry mass [TRY:506] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,
trait_0002032,leaf_soluble_sugars_per_mass,Leaf soluble sugar content per unit leaf dry mass,"The ratio [PATO:0001470] of the mass [PATO:0000125] of sugar [APD:glossary/40106] in a leaf [PO:0025034] to leaf dry mass [TO:0001014], where 'sugar' refers to an informal grouping of carbohydrates [CHEBI:16646] that are soluble in [PATO:0001537] water [CHEBI:15377], including both monosaccharides [CHEBI:35381] and disaccharides [CHEBI:36233].","The ratio of the mass of sugar in a leaf to leaf dry mass, where 'sugar' refers to an informal grouping of carbohydrates that are soluble in water, including both monosaccharides and disaccharides.",,https://w3id.org/APD,STATO_0000251,1,200,mg/g,milligram per gram,trait_group_0002005,14/07/2021,05/02/2024,,,,PO_0025034,PATO_0000125; ECSO_00000619; PATO_0001470,,,CHEBI_16646; CHEBI_35381; CHEBI_36233; glossary_40106,,,TO_0000340,Leaf sugar content per leaf dry mass [TOP919] (https://top-thesaurus.org/index),,,Leaf sugar content per leaf dry mass [TRY:506] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,
trait_0002035,leaf_soluble_protein_per_area,Leaf soluble protein content per unit leaf area,The ratio [PATO:0001470] of the mass [PATO:0000125] of water [CHEBI:15377] soluble [PATO:0001537] protein [CHEBI:36080] in a leaf [PO:0025034] to leaf area [PATO:0001323].,The ratio of the mass of water soluble protein in a leaf to leaf area.,,https://w3id.org/APD,STATO_0000251,0.1,20,g/m2,gram per square metre,trait_group_0002009,14/07/2021,05/02/2024,,soluble_protein_per_area,,PO_0025034,PATO_0000125; EnvThes:22003; PATO_0001470,,,CHEBI_36080,CO_357:0000281,,TO_0000325,,,,,Leaf protein content per leaf dry mass [TRY:503] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,
trait_0002037,leaf_insoluble_protein_per_area,Leaf insoluble protein content per unit leaf area,The ratio [PATO:0001470] of the mass [PATO:0000125] of water [CHEBI:15377] insoluble [PATO:0001538] protein [CHEBI:36080] in a leaf [PO:0025034] to leaf area [PATO:0001323].,The ratio of the mass of water insoluble protein in a leaf to leaf area.,,https://w3id.org/APD,STATO_0000251,0.1,20,g/m2,gram per square metre,trait_group_0002009,14/07/2021,05/02/2024,,insoluble_protein_per_area,,PO_0025034,PATO_0000125; EnvThes:22003; PATO_0001470,,,CHEBI_36080,,,,,,,,Leaf protein content per leaf dry mass [TRY:503] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,
trait_0002050,leaf_lignin_per_dry_mass,Leaf lignin content per unit leaf dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of lignin [CHEBI:6457] in a leaf [PO:0025034] to leaf dry mass [TO:0001014].,The ratio of the mass of lignin in a leaf to leaf dry mass.,,https://w3id.org/APD,STATO_0000251,10,1000,mg/g,milligram per gram,trait_group_0002007,14/07/2021,05/02/2024,13/02/2023,,,PO_0025034,PATO_0000125; ECSO_00000619; PATO_0001470,Félix de Tombeur,,CHEBI_6457,,,TO_0000731,Leaf lignin content per leaf dry mass [TOP844] (https://top-thesaurus.org/index),,,Leaf lignin content per leaf dry mass [TRY:87] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,
trait_0002052,leaf_phenol_per_dry_mass,Total leaf phenolic content per unit leaf dry mass,"The ratio [PATO:0001470] of the mass [PATO:0000125] of phenol [CHEBI:33853] in a leaf [PO:0025034] to leaf dry mass [TO:0001014], where phenol content is measured as gallic acid [CHEBI:30778] equivalents.","The ratio of the mass of phenol in a leaf to leaf dry mass, where phenol content is measured as gallic acid equivalents.",,https://w3id.org/APD,STATO_0000251,1,1000,mg/g,milligram per gram,trait_group_0002007,14/07/2021,05/02/2024,13/02/2023,leaf_phenol_content_per_dry_mass,,PO_0025034,PATO_0000125; ECSO_00000619; PATO_0001470,Félix de Tombeur,Salminen & Karonen 2011,CHEBI_33853; CHEBI_30778,,,,,,,Leaf phenols content per leaf dry mass [TRY:147] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,
trait_0002054,leaf_tannin_per_dry_mass,Leaf tannin content per unit leaf dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of tannins [CHEBI:26848] (a class of polyphenols [CHEBI:26195]) in a leaf [PO:0025034] to leaf dry mass [TO:0001014].,The ratio of the mass of tannins (a class of polyphenols) in a leaf to leaf dry mass.,Tannins are a specific class of polyphenolic compounds found in plants.,https://w3id.org/APD,STATO_0000251,1,1000,mg/g,milligram per gram,trait_group_0002007,14/07/2021,05/02/2024,13/02/2023,,,PO_0025034,PATO_0000125; ECSO_00000619; PATO_0001470,Félix de Tombeur,Salminen & Karonen 2011,CHEBI_33853; CHEBI_26848; CHEBI_26195,,,,,,,Leaf tannin content per leaf dry mass [TRY:148] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,
trait_0002055,leaf_carotenoid_per_area,Leaf carotenoid content per unit leaf area,The ratio [PATO:0001470] of the mass [PATO:0000125] of carotenoids [CHEBI:23044] in a leaf [PO:0025034] to leaf area [PATO:0001323].,The ratio of the mass of carotenoids in a leaf to leaf area.,,https://w3id.org/APD,STATO_0000251,10,1000,umol/m2,micromole per square metre,trait_group_0002008,14/07/2021,05/02/2024,,carotenoid_per_area,,PO_0025034,PATO_0000125; EnvThes:22003; PATO_0001470,,,CHEBI_23044,,,TO_0000496,,,,Leaf carotenoid content per leaf area [TRY:491] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,
trait_0002056,leaf_carotenoid_per_dry_mass,Leaf carotenoid content per unit leaf dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of carotenoids [CHEBI:23044] in a leaf [PO:0025034] to leaf dry mass [TO:0001014].,The ratio of the mass of carotenoids in a leaf to leaf dry mass.,,https://w3id.org/APD,STATO_0000251,0.1,10,mmol/kg,millimole per kilogram,trait_group_0002008,14/07/2021,05/02/2024,,carotenoid_per_dry_mass,,PO_0025034,PATO_0000125; ECSO_00000619; PATO_0001470,,,CHEBI_23044,,,TO_0000496,,,,Leaf carotenoid content per leaf dry mass [TRY:809] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,
trait_0002081,leaf_chlorophyll_per_area,Leaf total chlorophyll content (chlorophyll A + B) per unit leaf area,"The ratio [PATO:0001470] of the mass [PATO:0000125] of chlorophyll [CHEBI:28966] in a leaf [PO:0025034] to leaf area [PATO:0001323], where chlorophyll content is the sum of chlorophyll a [CHEBI:18230] and chlorophyll b [CHEBI:27888] content.","The ratio of the mass of chlorophyll in a leaf to leaf area, where chlorophyll content is the sum of chlorophyll a and chlorophyll b content.",,https://w3id.org/APD,STATO_0000251,10,2000,umol/m2,micromole per square metre,trait_group_0002008,14/07/2021,05/02/2024,,chlorophyll_per_area,,PO_0025034,PATO_0000125; EnvThes:22003; PATO_0001470,,,CHEBI_28966; CHEBI_18230; CHEBI_27888; GO_0009507,CO_357:0000249,TO_0012002,EnvThes:30127,,,,Leaf chlorophyll content per leaf area [TRY:413] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,
trait_0002082,leaf_chlorophyll_per_dry_mass,Leaf total chlorophyll content (chlorophyll A + B) per unit leaf dry mass,"The ratio [PATO:0001470] of the mass [PATO:0000125] of chlorophyll [CHEBI:28966] in a leaf [PO:0025034] to leaf dry mass [TO:0001014], where chlorophyll content is the sum of chlorophyll a [CHEBI:18230] and chlorophyll b [CHEBI:27888] content.","The ratio of the mass of chlorophyll in a leaf to leaf dry mass, where chlorophyll content is the sum of chlorophyll a and chlorophyll b content.",,https://w3id.org/APD,STATO_0000251,0.1,15,mmol/kg,millimole per kilogram,trait_group_0002008,14/07/2021,05/02/2024,,chlorophyll_per_dry_mass,,PO_0025034,PATO_0000125; ECSO_00000619; PATO_0001470,,,CHEBI_28966; CHEBI_18230; CHEBI_27888; GO_0009507,CO_357:0000250,TO_0012002,EnvThes:30127,,,,Leaf chlorophyll content per leaf dry mass [TRY:164] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,
trait_0002083,leaf_chlorophyll_A_per_area,Leaf chlorophyll A content per unit leaf area,The ratio [PATO:0001470] of the mass [PATO:0000125] of chlorophyll a [CHEBI:18230] in a leaf [PO:0025034] to leaf area [PATO:0001323].,The ratio of the mass of chlorophyll a in a leaf to leaf area.,,https://w3id.org/APD,STATO_0000251,50,2000,umol/m2,micromole per square metre,trait_group_0002008,14/07/2021,05/02/2024,,chlorophyll_A_per_area,,PO_0025034,PATO_0000125; EnvThes:22003; PATO_0001470,,,CHEBI_18230; CHEBI_28966; GO_0009507,,CO_357:0000514; TO_0000293,,,,,Leaf chlorophyll content per leaf area (Chl a) [TRY:3476] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,
trait_0002084,leaf_chlorophyll_A_per_dry_mass,Leaf chlorophyll A content per unit leaf dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of chlorophyll a [CHEBI:18230] in a leaf [PO:0025034] to leaf dry mass [TO:0001014].,The ratio of the mass of chlorophyll a in a leaf to leaf dry mass.,,https://w3id.org/APD,STATO_0000251,0.1,10,mmol/kg,millimole per kilogram,trait_group_0002008,14/07/2021,05/02/2024,,chlorophyll_A_per_dry_mass,,PO_0025034,PATO_0000125; ECSO_00000619; PATO_0001470,,,CHEBI_18230; CHEBI_28966; GO_0009507,CO_357:0000514,TO_0000293,,,,,Leaf chlorophyll content per leaf dry mass (Chl a) [TRY:3474] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,
trait_0002085,leaf_chlorophyll_B_per_area,Leaf chlorophyll B content per unit leaf area,The ratio [PATO:0001470] of the mass [PATO:0000125] of chlorophyll b [CHEBI:27888] in a leaf [PO:0025034] to leaf area [PATO:0001323].,The ratio of the mass of chlorophyll b in a leaf to leaf area.,,https://w3id.org/APD,STATO_0000251,10,1000,umol/m2,micromole per square metre,trait_group_0002008,14/07/2021,05/02/2024,,chlorophyll_B_per_area,,PO_0025034,PATO_0000125; EnvThes:22003; PATO_0001470,,,CHEBI_27888; CHEBI_28966; GO_0009507,,CO_357:0000515; TO_0000295,,,,,Leaf chlorophyll content per leaf area (Chl b) [TRY:3477] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,
trait_0002086,leaf_chlorophyll_B_per_dry_mass,Leaf chlorophyll B content per unit leaf dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of chlorophyll b [CHEBI:27888] in a leaf [PO:0025034] to leaf dry mass [TO:0001014].,The ratio of the mass of chlorophyll b in a leaf to leaf dry mass.,,https://w3id.org/APD,STATO_0000251,0.01,10,mmol/kg,millimole per kilogram,trait_group_0002008,14/07/2021,05/02/2024,,chlorophyll_B_per_dry_mass,,PO_0025034,PATO_0000125; ECSO_00000619; PATO_0001470,,,CHEBI_27888; CHEBI_28966; GO_0009507,CO_357:0000515,TO_0000295,,,,,Leaf chlorophyll content per leaf dry mass (Chl b) [TRY:3475] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,
trait_0002087,leaf_chlorophyll_A_B_ratio,Ratio of leaf chlorophyll A content to leaf chlorophyll B content,The ratio [PATO:0001470] of the mass [PATO:0000125] of chlorophyll a [CHEBI:18230] in a leaf [PO:0025034] to the mass of chlorophyll b [CHEBI:27888] in the leaf.,The ratio of the mass of chlorophyll a in a leaf to the mass of chlorophyll b in the leaf.,,https://w3id.org/APD,STATO_0000251,0.1,6,umol/umol,micromole per micromole,trait_group_0002008,14/07/2021,05/02/2024,,chlorophyll_A_B_ratio,,PO_0025034,PATO_0000125; ECSO_00000619; PATO_0001470; STATO_0000300,,,CHEBI_18230; CHEBI_27888; CHEBI_28966; GO_0009507,CO_357:0000516; TO_0000298,,,,,,Leaf chlorophyll a/b ratio [TRY:416] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,
trait_0002090,leaf_rubisco_per_leaf_dry_mass,Leaf rubisco content per unit leaf dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of rubisco [MESH:D012273] in a leaf [PO:0025034] to leaf dry mass [TO:0001014].,The ratio of the mass of rubisco in a leaf to leaf dry mass.,"This trait is most commonly measured on leaf tissue. If the Rubisco concentration of a different tissue is measured, this should be explicitly noted in the methods or as a method context.",https://w3id.org/APD,STATO_0000251,5,50,mg/g,milligram per gram,trait_group_0002009,14/07/2021,05/02/2024,,cell_rubisco_concentration,,PO_0025034,PATO_0000125; ECSO_00000619; PATO_0001470,,,D012273; GO_0009507; CHEBI_36080,CO_357:0000273,TO_0000319,,,,,,Leaf Rubisco content per leaf area [TRY:504] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,
trait_0002127,stem_soluble_starch_per_mass,Stem soluble starch content per unit stem dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of water [CHEBI:15377] soluble [PATO:0001537] starch [CHEBI:28017] in a stem [PO:0009047] to stem dry mass.,The ratio of the mass of water soluble starch in a stem to stem dry mass.,,https://w3id.org/APD,STATO_0000251,0.1,100,mg/g,milligram per gram,trait_group_0002005,14/07/2021,05/02/2024,,,,PO_0009047,PATO_0000125; ECSO_00000619; PATO_0001470,,,CHEBI_28017; CHEBI_16646,,,,,,,,,,,,,,,,,,,,,,,
trait_0002131,stem_soluble_sugars_per_mass,Stem soluble sugar content per unit stem dry mass,"The ratio [PATO:0001470] of the mass [PATO:0000125] of sugar [APD:glossary/40106] in a stem [PO:0009047] to stem dry mass, where 'sugar' refers to an informal grouping of carbohydrates [CHEBI:16646] that are soluble in [PATO:0001537] water [CHEBI:15377], including both monosaccharides [CHEBI:35381] and disaccharides [CHEBI:36233].","The ratio of the mass of sugar in a stem to stem dry mass, where 'sugar' refers to an informal grouping of carbohydrates that are soluble in water, including both monosaccharides and disaccharides.",,https://w3id.org/APD,STATO_0000251,1,200,mg/g,milligram per gram,trait_group_0002005,14/07/2021,05/02/2024,,,,PO_0009047,PATO_0000125; ECSO_00000619; PATO_0001470,,,CHEBI_16646; CHEBI_35381; CHEBI_36233; glossary_40106,,,TO_0000333,Stem sugar content per stem dry mass [TOP914] (https://top-thesaurus.org/index),,,,,,,,,,,,,,,,,,,
trait_0002224,bark_cellulose_per_dry_mass,Bark cellulose content per unit bark dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of cellulose [CHEBI:62967] in bark [PO:0004518] to bark dry mass.,The ratio of the mass of cellulose in bark to bark dry mass.,,https://w3id.org/APD,STATO_0000251,0.1,1,mg/mg,milligram per milligram,trait_group_0002005,14/07/2021,05/02/2024,,,,PO_0004518,PATO_0000125; ECSO_00000619; PATO_0001470,,,CHEBI_62967,,,,Bark cellulose content per bark dry mass [TOP813] (https://top-thesaurus.org/index),,,,,,,,,,,,,,,,,,,
trait_0002250,bark_lignin_per_dry_mass,Bark lignin content per unit bark dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of lignin [CHEBI:6457] in bark [PO:0004518] to bark dry mass.,The ratio of the mass of lignin in bark to bark dry mass.,,https://w3id.org/APD,STATO_0000251,0.01,1,mg/mg,milligram per milligram,trait_group_0002007,14/07/2021,05/02/2024,,,,PO_0004518,PATO_0000125; ECSO_00000619; PATO_0001470,,,CHEBI_6457,,,,Bark lignin content per bark dry mass [TOP838] (https://top-thesaurus.org/index),,,,,,,,,,,,,,,,,,,
trait_0002255,bark_tannin_per_dry_mass,Bark tannin content per unit bark dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of tannins [CHEBI:26848] (polyphenols [CHEBI:26195]) in bark [PO:0004518] to bark dry mass.,The ratio of the mass of tannins (polyphenols) in bark to bark dry mass.,Tannins are a specific class of polyphenolic compounds found in plants.,https://w3id.org/APD,STATO_0000251,0.00001,1,mg/mg,milligram per milligram,trait_group_0002007,14/07/2021,05/02/2024,,,,PO_0004518,PATO_0000125; ECSO_00000619; PATO_0001470,,Salminen & Karonen 2011,CHEBI_26848; CHEBI_26195,,,,,,,,,,,,,,,,,,,,,,,
